"Step","00_ablation_policy_32_6789_24576envs_mixed_expl_learn_param_lf_1p_18_01_21h04m46s - successes/time","00_ablation_policy_32_6789_24576envs_mixed_expl_learn_param_lf_1p_18_01_21h04m46s - successes/time__MIN","00_ablation_policy_32_6789_24576envs_mixed_expl_learn_param_lf_1p_18_01_21h04m46s - successes/time__MAX","00_ablation_32_98765_24576envs_mixed_expl_learn_param_lf_1p_18_01_21h03m00s - successes/time","00_ablation_32_98765_24576envs_mixed_expl_learn_param_lf_1p_18_01_21h03m00s - successes/time__MIN","00_ablation_32_98765_24576envs_mixed_expl_learn_param_lf_1p_18_01_21h03m00s - successes/time__MAX","00_ablation_32_2023_24576envs_mixed_expl_learn_param_lf_1p_18_01_21h01m18s - successes/time","00_ablation_32_2023_24576envs_mixed_expl_learn_param_lf_1p_18_01_21h01m18s - successes/time__MIN","00_ablation_32_2023_24576envs_mixed_expl_learn_param_lf_1p_18_01_21h01m18s - successes/time__MAX","00_ablation_policy_32_12345_24576envs_mixed_expl_learn_param_lf_1p_18_01_20h59m09s - successes/time","00_ablation_policy_32_12345_24576envs_mixed_expl_learn_param_lf_1p_18_01_20h59m09s - successes/time__MIN","00_ablation_policy_32_12345_24576envs_mixed_expl_learn_param_lf_1p_18_01_20h59m09s - successes/time__MAX","00_ablation_32_42_24576envs_mixed_expl_learn_param_lf_1p_18_01_20h54m54s - successes/time","00_ablation_32_42_24576envs_mixed_expl_learn_param_lf_1p_18_01_20h54m54s - successes/time__MIN","00_ablation_32_42_24576envs_mixed_expl_learn_param_lf_1p_18_01_20h54m54s - successes/time__MAX"
"7856","","","","22.90364646911621","22.90364646911621","22.90364646911621","19.483074188232422","19.483074188232422","19.483074188232422","","","","","",""
"7857","","","","22.75911521911621","22.75911521911621","22.75911521911621","19.51171875","19.51171875","19.51171875","","","","15.44140625","15.44140625","15.44140625"
"7858","19.86458396911621","19.86458396911621","19.86458396911621","","","","19.50520896911621","19.50520896911621","19.50520896911621","20.65625","20.65625","20.65625","","",""
"7859","19.82552146911621","19.82552146911621","19.82552146911621","22.73828125","22.73828125","22.73828125","","","","","","","15.5546875","15.5546875","15.5546875"
"7860","19.81770896911621","19.81770896911621","19.81770896911621","22.6875","22.6875","22.6875","","","","","","","15.532552719116211","15.532552719116211","15.532552719116211"
"7861","","","","22.75","22.75","22.75","19.3671875","19.3671875","19.3671875","","","","15.41796875","15.41796875","15.41796875"
"7862","20.03125","20.03125","20.03125","22.72005271911621","22.72005271911621","22.72005271911621","19.342449188232422","19.342449188232422","19.342449188232422","20.71484375","20.71484375","20.71484375","15.40625","15.40625","15.40625"
"7863","20.154949188232422","20.154949188232422","20.154949188232422","22.72395896911621","22.72395896911621","22.72395896911621","19.32161521911621","19.32161521911621","19.32161521911621","20.65364646911621","20.65364646911621","20.65364646911621","15.522135734558105","15.522135734558105","15.522135734558105"
"7864","20.369792938232422","20.369792938232422","20.369792938232422","","","","19.135417938232422","19.135417938232422","19.135417938232422","20.58203125","20.58203125","20.58203125","15.533854484558105","15.533854484558105","15.533854484558105"
"7865","20.34375","20.34375","20.34375","22.627605438232422","22.627605438232422","22.627605438232422","","","","","","","15.46875","15.46875","15.46875"
"7866","20.299480438232422","20.299480438232422","20.299480438232422","","","","19.20052146911621","19.20052146911621","19.20052146911621","20.69661521911621","20.69661521911621","20.69661521911621","15.372396469116211","15.372396469116211","15.372396469116211"
"7867","20.33333396911621","20.33333396911621","20.33333396911621","22.533855438232422","22.533855438232422","22.533855438232422","19.21484375","19.21484375","19.21484375","20.71614646911621","20.71614646911621","20.71614646911621","15.329427719116211","15.329427719116211","15.329427719116211"
"7868","20.234375","20.234375","20.234375","22.59505271911621","22.59505271911621","22.59505271911621","19.16015625","19.16015625","19.16015625","20.619792938232422","20.619792938232422","20.619792938232422","","",""
"7869","","","","","","","","","","","","","15.399740219116211","15.399740219116211","15.399740219116211"
"7870","20.21224021911621","20.21224021911621","20.21224021911621","22.72265625","22.72265625","22.72265625","","","","","","","15.299479484558105","15.299479484558105","15.299479484558105"
"7871","","","","22.6328125","22.6328125","22.6328125","19.234375","19.234375","19.234375","","","","15.26171875","15.26171875","15.26171875"
"7872","","","","22.7109375","22.7109375","22.7109375","19.22786521911621","19.22786521911621","19.22786521911621","","","","","",""
"7873","20.32421875","20.32421875","20.32421875","22.77734375","22.77734375","22.77734375","","","","","","","15.274740219116211","15.274740219116211","15.274740219116211"
"7874","","","","22.796875","22.796875","22.796875","","","","20.553386688232422","20.553386688232422","20.553386688232422","15.358073234558105","15.358073234558105","15.358073234558105"
"7875","","","","22.85677146911621","22.85677146911621","22.85677146911621","19.201824188232422","19.201824188232422","19.201824188232422","20.674480438232422","20.674480438232422","20.674480438232422","15.322916984558105","15.322916984558105","15.322916984558105"
"7876","20.4453125","20.4453125","20.4453125","22.8984375","22.8984375","22.8984375","","","","20.55208396911621","20.55208396911621","20.55208396911621","15.315104484558105","15.315104484558105","15.315104484558105"
"7877","20.479167938232422","20.479167938232422","20.479167938232422","22.861980438232422","22.861980438232422","22.861980438232422","","","","20.53645896911621","20.53645896911621","20.53645896911621","15.27734375","15.27734375","15.27734375"
"7878","20.36458396911621","20.36458396911621","20.36458396911621","22.791667938232422","22.791667938232422","22.791667938232422","19.334636688232422","19.334636688232422","19.334636688232422","20.31770896911621","20.31770896911621","20.31770896911621","15.28125","15.28125","15.28125"
"7879","20.432292938232422","20.432292938232422","20.432292938232422","22.901042938232422","22.901042938232422","22.901042938232422","19.36849021911621","19.36849021911621","19.36849021911621","20.31770896911621","20.31770896911621","20.31770896911621","15.217448234558105","15.217448234558105","15.217448234558105"
"7880","20.346355438232422","20.346355438232422","20.346355438232422","22.912761688232422","22.912761688232422","22.912761688232422","19.32942771911621","19.32942771911621","19.32942771911621","20.33724021911621","20.33724021911621","20.33724021911621","15.243490219116211","15.243490219116211","15.243490219116211"
"7881","","","","22.8359375","22.8359375","22.8359375","19.217449188232422","19.217449188232422","19.217449188232422","20.40234375","20.40234375","20.40234375","15.24609375","15.24609375","15.24609375"
"7882","","","","23.0703125","23.0703125","23.0703125","19.36328125","19.36328125","19.36328125","20.32552146911621","20.32552146911621","20.32552146911621","15.2265625","15.2265625","15.2265625"
"7883","20.33724021911621","20.33724021911621","20.33724021911621","","","","19.420574188232422","19.420574188232422","19.420574188232422","20.24739646911621","20.24739646911621","20.24739646911621","","",""
"7884","20.48828125","20.48828125","20.48828125","23.033855438232422","23.033855438232422","23.033855438232422","19.51692771911621","19.51692771911621","19.51692771911621","","","","","",""
"7885","20.45703125","20.45703125","20.45703125","23.186199188232422","23.186199188232422","23.186199188232422","","","","20.16927146911621","20.16927146911621","20.16927146911621","15.229166984558105","15.229166984558105","15.229166984558105"
"7886","","","","","","","","","","","","","15.1015625","15.1015625","15.1015625"
"7887","20.59505271911621","20.59505271911621","20.59505271911621","23.23958396911621","23.23958396911621","23.23958396911621","19.561199188232422","19.561199188232422","19.561199188232422","20.15755271911621","20.15755271911621","20.15755271911621","15.067708969116211","15.067708969116211","15.067708969116211"
"7888","20.57161521911621","20.57161521911621","20.57161521911621","23.171875","23.171875","23.171875","19.59375","19.59375","19.59375","20.08984375","20.08984375","20.08984375","15.063802719116211","15.063802719116211","15.063802719116211"
"7889","20.54427146911621","20.54427146911621","20.54427146911621","23.18880271911621","23.18880271911621","23.18880271911621","19.67578125","19.67578125","19.67578125","20.123699188232422","20.123699188232422","20.123699188232422","15.108073234558105","15.108073234558105","15.108073234558105"
"7890","20.510417938232422","20.510417938232422","20.510417938232422","23.10677146911621","23.10677146911621","23.10677146911621","","","","","","","15.05859375","15.05859375","15.05859375"
"7891","20.54296875","20.54296875","20.54296875","23.00130271911621","23.00130271911621","23.00130271911621","19.72265625","19.72265625","19.72265625","","","","14.970052719116211","14.970052719116211","14.970052719116211"
"7892","20.484375","20.484375","20.484375","22.936199188232422","22.936199188232422","22.936199188232422","19.690105438232422","19.690105438232422","19.690105438232422","20.07942771911621","20.07942771911621","20.07942771911621","14.977865219116211","14.977865219116211","14.977865219116211"
"7893","","","","22.858074188232422","22.858074188232422","22.858074188232422","19.80078125","19.80078125","19.80078125","","","","15.0703125","15.0703125","15.0703125"
"7894","","","","22.959636688232422","22.959636688232422","22.959636688232422","19.61849021911621","19.61849021911621","19.61849021911621","20.11328125","20.11328125","20.11328125","15.194010734558105","15.194010734558105","15.194010734558105"
"7895","20.432292938232422","20.432292938232422","20.432292938232422","22.93359375","22.93359375","22.93359375","","","","20.154949188232422","20.154949188232422","20.154949188232422","15.140625","15.140625","15.140625"
"7896","20.479167938232422","20.479167938232422","20.479167938232422","22.66536521911621","22.66536521911621","22.66536521911621","19.70442771911621","19.70442771911621","19.70442771911621","20.178386688232422","20.178386688232422","20.178386688232422","15.005208969116211","15.005208969116211","15.005208969116211"
"7897","20.33203125","20.33203125","20.33203125","22.776042938232422","22.776042938232422","22.776042938232422","19.858074188232422","19.858074188232422","19.858074188232422","20.15234375","20.15234375","20.15234375","15.065104484558105","15.065104484558105","15.065104484558105"
"7898","20.40625","20.40625","20.40625","22.78255271911621","22.78255271911621","22.78255271911621","19.89974021911621","19.89974021911621","19.89974021911621","20.209636688232422","20.209636688232422","20.209636688232422","","",""
"7899","","","","","","","19.975261688232422","19.975261688232422","19.975261688232422","20.29817771911621","20.29817771911621","20.29817771911621","15.243490219116211","15.243490219116211","15.243490219116211"
"7900","20.412761688232422","20.412761688232422","20.412761688232422","","","","19.97395896911621","19.97395896911621","19.97395896911621","20.361980438232422","20.361980438232422","20.361980438232422","15.234375","15.234375","15.234375"
"7901","20.41927146911621","20.41927146911621","20.41927146911621","23.186199188232422","23.186199188232422","23.186199188232422","19.9296875","19.9296875","19.9296875","20.43359375","20.43359375","20.43359375","15.194010734558105","15.194010734558105","15.194010734558105"
"7902","20.546875","20.546875","20.546875","23.046875","23.046875","23.046875","19.88802146911621","19.88802146911621","19.88802146911621","20.514324188232422","20.514324188232422","20.514324188232422","15.196615219116211","15.196615219116211","15.196615219116211"
"7903","20.6953125","20.6953125","20.6953125","23.115886688232422","23.115886688232422","23.115886688232422","19.83984375","19.83984375","19.83984375","20.686199188232422","20.686199188232422","20.686199188232422","15.21875","15.21875","15.21875"
"7904","20.64453125","20.64453125","20.64453125","23.057292938232422","23.057292938232422","23.057292938232422","19.861980438232422","19.861980438232422","19.861980438232422","","","","15.348958969116211","15.348958969116211","15.348958969116211"
"7905","","","","22.91145896911621","22.91145896911621","22.91145896911621","19.983074188232422","19.983074188232422","19.983074188232422","20.6328125","20.6328125","20.6328125","15.337240219116211","15.337240219116211","15.337240219116211"
"7906","20.57161521911621","20.57161521911621","20.57161521911621","23.12630271911621","23.12630271911621","23.12630271911621","19.92317771911621","19.92317771911621","19.92317771911621","","","","15.381510734558105","15.381510734558105","15.381510734558105"
"7907","","","","23.01171875","23.01171875","23.01171875","","","","20.80859375","20.80859375","20.80859375","","",""
"7908","20.57942771911621","20.57942771911621","20.57942771911621","22.994792938232422","22.994792938232422","22.994792938232422","","","","20.65364646911621","20.65364646911621","20.65364646911621","15.35546875","15.35546875","15.35546875"
"7909","20.686199188232422","20.686199188232422","20.686199188232422","22.94270896911621","22.94270896911621","22.94270896911621","19.944011688232422","19.944011688232422","19.944011688232422","","","","15.384115219116211","15.384115219116211","15.384115219116211"
"7910","20.580730438232422","20.580730438232422","20.580730438232422","23.12630271911621","23.12630271911621","23.12630271911621","19.859375","19.859375","19.859375","20.47005271911621","20.47005271911621","20.47005271911621","","",""
"7911","20.549480438232422","20.549480438232422","20.549480438232422","23.186199188232422","23.186199188232422","23.186199188232422","19.79817771911621","19.79817771911621","19.79817771911621","20.330730438232422","20.330730438232422","20.330730438232422","","",""
"7912","20.53515625","20.53515625","20.53515625","","","","","","","20.56770896911621","20.56770896911621","20.56770896911621","14.953125","14.953125","14.953125"
"7913","20.561199188232422","20.561199188232422","20.561199188232422","23.162761688232422","23.162761688232422","23.162761688232422","","","","20.53515625","20.53515625","20.53515625","14.8984375","14.8984375","14.8984375"
"7914","","","","23.350261688232422","23.350261688232422","23.350261688232422","19.819011688232422","19.819011688232422","19.819011688232422","20.63020896911621","20.63020896911621","20.63020896911621","14.872396469116211","14.872396469116211","14.872396469116211"
"7915","","","","23.4375","23.4375","23.4375","19.90625","19.90625","19.90625","20.5625","20.5625","20.5625","","",""
"7916","20.6328125","20.6328125","20.6328125","23.40234375","23.40234375","23.40234375","19.944011688232422","19.944011688232422","19.944011688232422","20.484375","20.484375","20.484375","","",""
"7917","","","","23.3515625","23.3515625","23.3515625","","","","20.62109375","20.62109375","20.62109375","14.731771469116211","14.731771469116211","14.731771469116211"
"7918","20.881511688232422","20.881511688232422","20.881511688232422","23.3984375","23.3984375","23.3984375","","","","20.776042938232422","20.776042938232422","20.776042938232422","14.666666984558105","14.666666984558105","14.666666984558105"
"7919","20.87890625","20.87890625","20.87890625","23.26171875","23.26171875","23.26171875","19.81380271911621","19.81380271911621","19.81380271911621","","","","14.62890625","14.62890625","14.62890625"
"7920","20.93359375","20.93359375","20.93359375","23.272136688232422","23.272136688232422","23.272136688232422","19.84895896911621","19.84895896911621","19.84895896911621","20.764324188232422","20.764324188232422","20.764324188232422","14.73828125","14.73828125","14.73828125"
"7921","20.842449188232422","20.842449188232422","20.842449188232422","23.21614646911621","23.21614646911621","23.21614646911621","19.79817771911621","19.79817771911621","19.79817771911621","","","","14.817708969116211","14.817708969116211","14.817708969116211"
"7922","21.03645896911621","21.03645896911621","21.03645896911621","","","","19.752605438232422","19.752605438232422","19.752605438232422","20.7109375","20.7109375","20.7109375","14.856771469116211","14.856771469116211","14.856771469116211"
"7923","","","","23.36458396911621","23.36458396911621","23.36458396911621","","","","20.776042938232422","20.776042938232422","20.776042938232422","","",""
"7924","21.049480438232422","21.049480438232422","21.049480438232422","","","","19.97395896911621","19.97395896911621","19.97395896911621","","","","15.256510734558105","15.256510734558105","15.256510734558105"
"7925","21.12109375","21.12109375","21.12109375","23.33984375","23.33984375","23.33984375","19.869792938232422","19.869792938232422","19.869792938232422","20.85546875","20.85546875","20.85546875","15.354166984558105","15.354166984558105","15.354166984558105"
"7926","21.201824188232422","21.201824188232422","21.201824188232422","23.276042938232422","23.276042938232422","23.276042938232422","","","","20.701824188232422","20.701824188232422","20.701824188232422","15.255208969116211","15.255208969116211","15.255208969116211"
"7927","21.201824188232422","21.201824188232422","21.201824188232422","23.334636688232422","23.334636688232422","23.334636688232422","19.8828125","19.8828125","19.8828125","20.72005271911621","20.72005271911621","20.72005271911621","15.251302719116211","15.251302719116211","15.251302719116211"
"7928","21.16145896911621","21.16145896911621","21.16145896911621","23.15755271911621","23.15755271911621","23.15755271911621","19.819011688232422","19.819011688232422","19.819011688232422","","","","15.337240219116211","15.337240219116211","15.337240219116211"
"7929","21.23046875","21.23046875","21.23046875","23.049480438232422","23.049480438232422","23.049480438232422","19.838542938232422","19.838542938232422","19.838542938232422","20.796875","20.796875","20.796875","15.295573234558105","15.295573234558105","15.295573234558105"
"7930","21.209636688232422","21.209636688232422","21.209636688232422","","","","19.84505271911621","19.84505271911621","19.84505271911621","20.81380271911621","20.81380271911621","20.81380271911621","","",""
"7931","","","","22.9375","22.9375","22.9375","19.740886688232422","19.740886688232422","19.740886688232422","20.90625","20.90625","20.90625","15.447916984558105","15.447916984558105","15.447916984558105"
"7932","21.205730438232422","21.205730438232422","21.205730438232422","23.018230438232422","23.018230438232422","23.018230438232422","19.77734375","19.77734375","19.77734375","20.733074188232422","20.733074188232422","20.733074188232422","15.453125","15.453125","15.453125"
"7933","21.248699188232422","21.248699188232422","21.248699188232422","23.010417938232422","23.010417938232422","23.010417938232422","19.859375","19.859375","19.859375","","","","15.524740219116211","15.524740219116211","15.524740219116211"
"7934","","","","22.99609375","22.99609375","22.99609375","19.9609375","19.9609375","19.9609375","20.8125","20.8125","20.8125","15.595052719116211","15.595052719116211","15.595052719116211"
"7935","21.11067771911621","21.11067771911621","21.11067771911621","22.986980438232422","22.986980438232422","22.986980438232422","19.830730438232422","19.830730438232422","19.830730438232422","20.932292938232422","20.932292938232422","20.932292938232422","15.513021469116211","15.513021469116211","15.513021469116211"
"7936","21.07161521911621","21.07161521911621","21.07161521911621","22.850261688232422","22.850261688232422","22.850261688232422","19.83724021911621","19.83724021911621","19.83724021911621","20.912761688232422","20.912761688232422","20.912761688232422","","",""
"7937","21.01953125","21.01953125","21.01953125","22.75911521911621","22.75911521911621","22.75911521911621","19.71614646911621","19.71614646911621","19.71614646911621","21.010417938232422","21.010417938232422","21.010417938232422","15.580729484558105","15.580729484558105","15.580729484558105"
"7938","","","","","","","19.834636688232422","19.834636688232422","19.834636688232422","21.06770896911621","21.06770896911621","21.06770896911621","","",""
"7939","21.13020896911621","21.13020896911621","21.13020896911621","22.654949188232422","22.654949188232422","22.654949188232422","19.8359375","19.8359375","19.8359375","21.05078125","21.05078125","21.05078125","15.303385734558105","15.303385734558105","15.303385734558105"
"7940","21.14974021911621","21.14974021911621","21.14974021911621","","","","19.822917938232422","19.822917938232422","19.822917938232422","","","","","",""
"7941","21.139324188232422","21.139324188232422","21.139324188232422","22.666667938232422","22.666667938232422","22.666667938232422","19.85286521911621","19.85286521911621","19.85286521911621","21.139324188232422","21.139324188232422","21.139324188232422","15.25","15.25","15.25"
"7942","21.18880271911621","21.18880271911621","21.18880271911621","22.623699188232422","22.623699188232422","22.623699188232422","19.85677146911621","19.85677146911621","19.85677146911621","21.16927146911621","21.16927146911621","21.16927146911621","15.2109375","15.2109375","15.2109375"
"7943","","","","","","","19.9140625","19.9140625","19.9140625","","","","15.0859375","15.0859375","15.0859375"
"7944","","","","","","","20.02083396911621","20.02083396911621","20.02083396911621","21.072917938232422","21.072917938232422","21.072917938232422","","",""
"7945","21.01692771911621","21.01692771911621","21.01692771911621","22.72786521911621","22.72786521911621","22.72786521911621","20.104167938232422","20.104167938232422","20.104167938232422","20.984375","20.984375","20.984375","","",""
"7946","20.97786521911621","20.97786521911621","20.97786521911621","22.63411521911621","22.63411521911621","22.63411521911621","","","","20.84505271911621","20.84505271911621","20.84505271911621","15.06640625","15.06640625","15.06640625"
"7947","","","","","","","","","","","","","15.108073234558105","15.108073234558105","15.108073234558105"
"7948","21.088542938232422","21.088542938232422","21.088542938232422","22.66796875","22.66796875","22.66796875","19.92708396911621","19.92708396911621","19.92708396911621","20.87239646911621","20.87239646911621","20.87239646911621","15.032552719116211","15.032552719116211","15.032552719116211"
"7949","21.14583396911621","21.14583396911621","21.14583396911621","22.68489646911621","22.68489646911621","22.68489646911621","19.87239646911621","19.87239646911621","19.87239646911621","20.97395896911621","20.97395896911621","20.97395896911621","15.19140625","15.19140625","15.19140625"
"7950","21.11067771911621","21.11067771911621","21.11067771911621","22.54036521911621","22.54036521911621","22.54036521911621","19.83984375","19.83984375","19.83984375","21.04296875","21.04296875","21.04296875","","",""
"7951","21.12890625","21.12890625","21.12890625","","","","19.885417938232422","19.885417938232422","19.885417938232422","21.190105438232422","21.190105438232422","21.190105438232422","15.170573234558105","15.170573234558105","15.170573234558105"
"7952","","","","22.549480438232422","22.549480438232422","22.549480438232422","19.74609375","19.74609375","19.74609375","21.123699188232422","21.123699188232422","21.123699188232422","","",""
"7953","21.125","21.125","21.125","22.6328125","22.6328125","22.6328125","19.717449188232422","19.717449188232422","19.717449188232422","21.03515625","21.03515625","21.03515625","15.204427719116211","15.204427719116211","15.204427719116211"
"7954","21.088542938232422","21.088542938232422","21.088542938232422","","","","19.9453125","19.9453125","19.9453125","21.00390625","21.00390625","21.00390625","","",""
"7955","21.174480438232422","21.174480438232422","21.174480438232422","22.467449188232422","22.467449188232422","22.467449188232422","20.00520896911621","20.00520896911621","20.00520896911621","20.87890625","20.87890625","20.87890625","15.2734375","15.2734375","15.2734375"
"7956","","","","22.432292938232422","22.432292938232422","22.432292938232422","19.98046875","19.98046875","19.98046875","20.928386688232422","20.928386688232422","20.928386688232422","15.283854484558105","15.283854484558105","15.283854484558105"
"7957","21.31640625","21.31640625","21.31640625","22.369792938232422","22.369792938232422","22.369792938232422","20.12890625","20.12890625","20.12890625","20.8671875","20.8671875","20.8671875","","",""
"7958","21.29427146911621","21.29427146911621","21.29427146911621","22.459636688232422","22.459636688232422","22.459636688232422","20.1796875","20.1796875","20.1796875","20.96224021911621","20.96224021911621","20.96224021911621","","",""
"7959","21.28125","21.28125","21.28125","22.420574188232422","22.420574188232422","22.420574188232422","20.256511688232422","20.256511688232422","20.256511688232422","20.932292938232422","20.932292938232422","20.932292938232422","15.377604484558105","15.377604484558105","15.377604484558105"
"7960","21.16145896911621","21.16145896911621","21.16145896911621","22.47786521911621","22.47786521911621","22.47786521911621","","","","20.90364646911621","20.90364646911621","20.90364646911621","15.311198234558105","15.311198234558105","15.311198234558105"
"7961","","","","","","","20.334636688232422","20.334636688232422","20.334636688232422","","","","15.294271469116211","15.294271469116211","15.294271469116211"
"7962","21.10677146911621","21.10677146911621","21.10677146911621","","","","20.43880271911621","20.43880271911621","20.43880271911621","21.111980438232422","21.111980438232422","21.111980438232422","15.3203125","15.3203125","15.3203125"
"7963","21.21875","21.21875","21.21875","22.64453125","22.64453125","22.64453125","20.397136688232422","20.397136688232422","20.397136688232422","21.041667938232422","21.041667938232422","21.041667938232422","15.296875","15.296875","15.296875"
"7964","21.291667938232422","21.291667938232422","21.291667938232422","22.59765625","22.59765625","22.59765625","","","","21.01953125","21.01953125","21.01953125","15.122396469116211","15.122396469116211","15.122396469116211"
"7965","","","","22.608074188232422","22.608074188232422","22.608074188232422","20.319011688232422","20.319011688232422","20.319011688232422","21.069011688232422","21.069011688232422","21.069011688232422","15.18359375","15.18359375","15.18359375"
"7966","","","","22.65625","22.65625","22.65625","20.26692771911621","20.26692771911621","20.26692771911621","21.111980438232422","21.111980438232422","21.111980438232422","","",""
"7967","","","","22.674480438232422","22.674480438232422","22.674480438232422","20.272136688232422","20.272136688232422","20.272136688232422","21.014324188232422","21.014324188232422","21.014324188232422","15.33203125","15.33203125","15.33203125"
"7968","","","","22.772136688232422","22.772136688232422","22.772136688232422","20.22786521911621","20.22786521911621","20.22786521911621","21.010417938232422","21.010417938232422","21.010417938232422","","",""
"7969","","","","","","","20.29036521911621","20.29036521911621","20.29036521911621","21.11067771911621","21.11067771911621","21.11067771911621","15.282552719116211","15.282552719116211","15.282552719116211"
"7970","21.35286521911621","21.35286521911621","21.35286521911621","22.69270896911621","22.69270896911621","22.69270896911621","20.44140625","20.44140625","20.44140625","21.080730438232422","21.080730438232422","21.080730438232422","","",""
"7971","21.319011688232422","21.319011688232422","21.319011688232422","22.703125","22.703125","22.703125","20.36849021911621","20.36849021911621","20.36849021911621","21.0703125","21.0703125","21.0703125","15.329427719116211","15.329427719116211","15.329427719116211"
"7972","","","","","","","","","","21.11067771911621","21.11067771911621","21.11067771911621","15.356771469116211","15.356771469116211","15.356771469116211"
"7973","21.31380271911621","21.31380271911621","21.31380271911621","","","","20.229167938232422","20.229167938232422","20.229167938232422","21.182292938232422","21.182292938232422","21.182292938232422","15.29296875","15.29296875","15.29296875"
"7974","21.234375","21.234375","21.234375","22.71224021911621","22.71224021911621","22.71224021911621","20.21484375","20.21484375","20.21484375","21.25390625","21.25390625","21.25390625","15.298177719116211","15.298177719116211","15.298177719116211"
"7975","21.22265625","21.22265625","21.22265625","22.75911521911621","22.75911521911621","22.75911521911621","","","","","","","15.337240219116211","15.337240219116211","15.337240219116211"
"7976","21.2578125","21.2578125","21.2578125","22.701824188232422","22.701824188232422","22.701824188232422","20.20703125","20.20703125","20.20703125","21.48177146911621","21.48177146911621","21.48177146911621","","",""
"7977","21.065105438232422","21.065105438232422","21.065105438232422","22.694011688232422","22.694011688232422","22.694011688232422","20.01953125","20.01953125","20.01953125","21.45833396911621","21.45833396911621","21.45833396911621","15.29296875","15.29296875","15.29296875"
"7978","21.09375","21.09375","21.09375","22.76302146911621","22.76302146911621","22.76302146911621","20.10677146911621","20.10677146911621","20.10677146911621","21.48567771911621","21.48567771911621","21.48567771911621","15.19140625","15.19140625","15.19140625"
"7979","21.00390625","21.00390625","21.00390625","22.861980438232422","22.861980438232422","22.861980438232422","20.07421875","20.07421875","20.07421875","21.416667938232422","21.416667938232422","21.416667938232422","15.375","15.375","15.375"
"7980","","","","22.8359375","22.8359375","22.8359375","20.13411521911621","20.13411521911621","20.13411521911621","","","","15.401041984558105","15.401041984558105","15.401041984558105"
"7981","","","","","","","","","","","","","15.369791984558105","15.369791984558105","15.369791984558105"
"7982","21.190105438232422","21.190105438232422","21.190105438232422","","","","20.076824188232422","20.076824188232422","20.076824188232422","21.51171875","21.51171875","21.51171875","","",""
"7983","21.127605438232422","21.127605438232422","21.127605438232422","","","","20.139324188232422","20.139324188232422","20.139324188232422","21.569011688232422","21.569011688232422","21.569011688232422","15.578125","15.578125","15.578125"
"7984","","","","22.80599021911621","22.80599021911621","22.80599021911621","20.15364646911621","20.15364646911621","20.15364646911621","21.62239646911621","21.62239646911621","21.62239646911621","15.59375","15.59375","15.59375"
"7985","21.14583396911621","21.14583396911621","21.14583396911621","22.736980438232422","22.736980438232422","22.736980438232422","20.14453125","20.14453125","20.14453125","21.643230438232422","21.643230438232422","21.643230438232422","15.541666984558105","15.541666984558105","15.541666984558105"
"7986","21.022136688232422","21.022136688232422","21.022136688232422","22.84375","22.84375","22.84375","20.28125","20.28125","20.28125","21.7265625","21.7265625","21.7265625","","",""
"7987","20.99739646911621","20.99739646911621","20.99739646911621","22.93489646911621","22.93489646911621","22.93489646911621","20.40755271911621","20.40755271911621","20.40755271911621","21.65364646911621","21.65364646911621","21.65364646911621","15.73046875","15.73046875","15.73046875"
"7988","20.85546875","20.85546875","20.85546875","22.90364646911621","22.90364646911621","22.90364646911621","20.33333396911621","20.33333396911621","20.33333396911621","21.61458396911621","21.61458396911621","21.61458396911621","","",""
"7989","20.68880271911621","20.68880271911621","20.68880271911621","22.83984375","22.83984375","22.83984375","20.38802146911621","20.38802146911621","20.38802146911621","21.611980438232422","21.611980438232422","21.611980438232422","15.85546875","15.85546875","15.85546875"
"7990","20.671875","20.671875","20.671875","22.82161521911621","22.82161521911621","22.82161521911621","20.4453125","20.4453125","20.4453125","21.608074188232422","21.608074188232422","21.608074188232422","15.958333969116211","15.958333969116211","15.958333969116211"
"7991","20.61849021911621","20.61849021911621","20.61849021911621","22.811199188232422","22.811199188232422","22.811199188232422","20.51692771911621","20.51692771911621","20.51692771911621","21.62109375","21.62109375","21.62109375","16.02734375","16.02734375","16.02734375"
"7992","20.596355438232422","20.596355438232422","20.596355438232422","22.76692771911621","22.76692771911621","22.76692771911621","20.557292938232422","20.557292938232422","20.557292938232422","21.541667938232422","21.541667938232422","21.541667938232422","","",""
"7993","20.631511688232422","20.631511688232422","20.631511688232422","22.865886688232422","22.865886688232422","22.865886688232422","20.483074188232422","20.483074188232422","20.483074188232422","","","","16.026042938232422","16.026042938232422","16.026042938232422"
"7994","20.57552146911621","20.57552146911621","20.57552146911621","22.75130271911621","22.75130271911621","22.75130271911621","","","","21.60546875","21.60546875","21.60546875","16.00520896911621","16.00520896911621","16.00520896911621"
"7995","20.59765625","20.59765625","20.59765625","22.58984375","22.58984375","22.58984375","20.713542938232422","20.713542938232422","20.713542938232422","21.55208396911621","21.55208396911621","21.55208396911621","15.9140625","15.9140625","15.9140625"
"7996","","","","22.55078125","22.55078125","22.55078125","20.4375","20.4375","20.4375","21.58333396911621","21.58333396911621","21.58333396911621","15.962240219116211","15.962240219116211","15.962240219116211"
"7997","","","","22.5703125","22.5703125","22.5703125","20.42708396911621","20.42708396911621","20.42708396911621","","","","16.00130271911621","16.00130271911621","16.00130271911621"
