"Step","00_ppo_12345_24576envs_none_none_1p_21_01_09h51m15s - successes/time","00_ppo_12345_24576envs_none_none_1p_21_01_09h51m15s - successes/time__MIN","00_ppo_12345_24576envs_none_none_1p_21_01_09h51m15s - successes/time__MAX","00_ppo_42_24576envs_none_none_1p_21_01_09h51m07s - successes/time","00_ppo_42_24576envs_none_none_1p_21_01_09h51m07s - successes/time__MIN","00_ppo_42_24576envs_none_none_1p_21_01_09h51m07s - successes/time__MAX","00_ppo_6789_24576envs_none_none_1p_21_01_09h43m04s - successes/time","00_ppo_6789_24576envs_none_none_1p_21_01_09h43m04s - successes/time__MIN","00_ppo_6789_24576envs_none_none_1p_21_01_09h43m04s - successes/time__MAX","00_ppo_98765_24576envs_none_none_1p_21_01_09h42m55s - successes/time","00_ppo_98765_24576envs_none_none_1p_21_01_09h42m55s - successes/time__MIN","00_ppo_98765_24576envs_none_none_1p_21_01_09h42m55s - successes/time__MAX","00_ppo_2023_24576envs_none_none_1p_21_01_09h42m50s - successes/time","00_ppo_2023_24576envs_none_none_1p_21_01_09h42m50s - successes/time__MIN","00_ppo_2023_24576envs_none_none_1p_21_01_09h42m50s - successes/time__MAX"
"346","0.0025634765625","0.0025634765625","0.0025634765625","0.0008138021221384406","0.0008138021221384406","0.0008138021221384406","0.0008951823110692203","0.0008951823110692203","0.0008951823110692203","0.02913411520421505","0.02913411520421505","0.02913411520421505","0.0020345053635537624","0.0020345053635537624","0.0020345053635537624"
"347","0.0024007163010537624","0.0024007163010537624","0.0024007163010537624","0.0007731119985692203","0.0007731119985692203","0.0007731119985692203","0.0010579427471384406","0.0010579427471384406","0.0010579427471384406","","","","0.0021565756760537624","0.0021565756760537624","0.0021565756760537624"
"348","0.0024820964317768812","0.0024820964317768812","0.0024820964317768812","","","","0.0010172526817768812","0.0010172526817768812","0.0010172526817768812","0.031494140625","0.031494140625","0.031494140625","0.0021565756760537624","0.0021565756760537624","0.0021565756760537624"
"349","","","","0.0006103515625","0.0006103515625","0.0006103515625","0.0010579427471384406","0.0010579427471384406","0.0010579427471384406","0.0325113944709301","0.0325113944709301","0.0325113944709301","","",""
"350","0.0025634765625","0.0025634765625","0.0025634765625","0.0006917318096384406","0.0006917318096384406","0.0006917318096384406","0.0010172526817768812","0.0010172526817768812","0.0010172526817768812","0.032958984375","0.032958984375","0.032958984375","0.0021158854942768812","0.0021158854942768812","0.0021158854942768812"
"351","0.0025227866135537624","0.0025227866135537624","0.0025227866135537624","","","","0.0011393229942768812","0.0011393229942768812","0.0011393229942768812","","","","0.0021158854942768812","0.0021158854942768812","0.0021158854942768812"
"352","0.0023600261192768812","0.0023600261192768812","0.0023600261192768812","0.0008138021221384406","0.0008138021221384406","0.0008138021221384406","0.0011800130596384406","0.0011800130596384406","0.0011800130596384406","0.0329996757209301","0.0329996757209301","0.0329996757209301","0.0021158854942768812","0.0021158854942768812","0.0021158854942768812"
"353","","","","0.0008138021221384406","0.0008138021221384406","0.0008138021221384406","","","","0.0340169295668602","0.0340169295668602","0.0340169295668602","0.002197265625","0.002197265625","0.002197265625"
"354","","","","0.0007731119985692203","0.0007731119985692203","0.0007731119985692203","0.0013020833721384406","0.0013020833721384406","0.0013020833721384406","0.034912109375","0.034912109375","0.034912109375","0.0021565756760537624","0.0021565756760537624","0.0021565756760537624"
"355","0.0023600261192768812","0.0023600261192768812","0.0023600261192768812","","","","0.0014241536846384406","0.0014241536846384406","0.0014241536846384406","","","","0.0020345053635537624","0.0020345053635537624","0.0020345053635537624"
"356","","","","","","","0.0015869140625","0.0015869140625","0.0015869140625","0.0375569686293602","0.0375569686293602","0.0375569686293602","0.0021158854942768812","0.0021158854942768812","0.0021158854942768812"
"357","0.0024820964317768812","0.0024820964317768812","0.0024820964317768812","0.0006917318096384406","0.0006917318096384406","0.0006917318096384406","0.0016682943096384406","0.0016682943096384406","0.0016682943096384406","","","","0.0022379558067768812","0.0022379558067768812","0.0022379558067768812"
"358","0.0025227866135537624","0.0025227866135537624","0.0025227866135537624","","","","0.0017903646221384406","0.0017903646221384406","0.0017903646221384406","0.0391031913459301","0.0391031913459301","0.0391031913459301","0.0022786459885537624","0.0022786459885537624","0.0022786459885537624"
"359","0.0024820964317768812","0.0024820964317768812","0.0024820964317768812","0.000732421875","0.000732421875","0.000732421875","","","","0.0388590507209301","0.0388590507209301","0.0388590507209301","0.0023600261192768812","0.0023600261192768812","0.0023600261192768812"
"360","0.0026041667442768812","0.0026041667442768812","0.0026041667442768812","0.0006510416860692203","0.0006510416860692203","0.0006510416860692203","0.001708984375","0.001708984375","0.001708984375","","","","","",""
"361","0.0025227866135537624","0.0025227866135537624","0.0025227866135537624","0.000732421875","0.000732421875","0.000732421875","0.0015869140625","0.0015869140625","0.0015869140625","0.0393473319709301","0.0393473319709301","0.0393473319709301","0.0024820964317768812","0.0024820964317768812","0.0024820964317768812"
"362","0.0024820964317768812","0.0024820964317768812","0.0024820964317768812","0.000732421875","0.000732421875","0.000732421875","0.0015869140625","0.0015869140625","0.0015869140625","0.0384114608168602","0.0384114608168602","0.0384114608168602","0.0025634765625","0.0025634765625","0.0025634765625"
"363","0.0023193359375","0.0023193359375","0.0023193359375","","","","","","","0.0386149100959301","0.0386149100959301","0.0386149100959301","","",""
"364","0.002197265625","0.002197265625","0.002197265625","0.0008544921875","0.0008544921875","0.0008544921875","0.0015055339317768812","0.0015055339317768812","0.0015055339317768812","0.0379231795668602","0.0379231795668602","0.0379231795668602","0.0028889975510537624","0.0028889975510537624","0.0028889975510537624"
"365","0.0021158854942768812","0.0021158854942768812","0.0021158854942768812","","","","0.0015055339317768812","0.0015055339317768812","0.0015055339317768812","","","","0.0030110678635537624","0.0030110678635537624","0.0030110678635537624"
"366","0.0021565756760537624","0.0021565756760537624","0.0021565756760537624","","","","0.0015869140625","0.0015869140625","0.0015869140625","","","","","",""
"367","","","","0.0009358724346384406","0.0009358724346384406","0.0009358724346384406","","","","0.0382486991584301","0.0382486991584301","0.0382486991584301","0.0028889975510537624","0.0028889975510537624","0.0028889975510537624"
"368","0.002197265625","0.002197265625","0.002197265625","0.0010172526817768812","0.0010172526817768812","0.0010172526817768812","","","","0.0390218123793602","0.0390218123793602","0.0390218123793602","0.0027669272385537624","0.0027669272385537624","0.0027669272385537624"
"369","0.0022786459885537624","0.0022786459885537624","0.0022786459885537624","0.0010172526817768812","0.0010172526817768812","0.0010172526817768812","","","","0.0401204451918602","0.0401204451918602","0.0401204451918602","0.0027262370567768812","0.0027262370567768812","0.0027262370567768812"
"370","","","","0.0010172526817768812","0.0010172526817768812","0.0010172526817768812","0.0017496745567768812","0.0017496745567768812","0.0017496745567768812","0.0403238944709301","0.0403238944709301","0.0403238944709301","0.0026448569260537624","0.0026448569260537624","0.0026448569260537624"
"371","0.0022786459885537624","0.0022786459885537624","0.0022786459885537624","0.0010579427471384406","0.0010579427471384406","0.0010579427471384406","0.0018310546875","0.0018310546875","0.0018310546875","0.0399576835334301","0.0399576835334301","0.0399576835334301","","",""
"372","0.0022786459885537624","0.0022786459885537624","0.0022786459885537624","","","","0.0018310546875","0.0018310546875","0.0018310546875","0.0410563163459301","0.0410563163459301","0.0410563163459301","0.0028889975510537624","0.0028889975510537624","0.0028889975510537624"
"373","0.00244140625","0.00244140625","0.00244140625","","","","0.0018717448692768812","0.0018717448692768812","0.0018717448692768812","0.04150390625","0.04150390625","0.04150390625","","",""
"374","","","","","","","0.001953125","0.001953125","0.001953125","","","","","",""
"375","","","","","","","0.0020751953125","0.0020751953125","0.0020751953125","0.0437825545668602","0.0437825545668602","0.0437825545668602","","",""
"376","","","","0.0010172526817768812","0.0010172526817768812","0.0010172526817768812","0.0020345053635537624","0.0020345053635537624","0.0020345053635537624","0.04296875","0.04296875","0.04296875","0.0032145183067768812","0.0032145183067768812","0.0032145183067768812"
"377","0.0029703776817768812","0.0029703776817768812","0.0029703776817768812","","","","0.0020345053635537624","0.0020345053635537624","0.0020345053635537624","0.0433349609375","0.0433349609375","0.0433349609375","0.0034993491135537624","0.0034993491135537624","0.0034993491135537624"
"378","0.0031331381760537624","0.0031331381760537624","0.0031331381760537624","0.0010172526817768812","0.0010172526817768812","0.0010172526817768812","0.0019938151817768812","0.0019938151817768812","0.0019938151817768812","","","","","",""
"379","0.003173828125","0.003173828125","0.003173828125","","","","0.0018717448692768812","0.0018717448692768812","0.0018717448692768812","0.0428466796875","0.0428466796875","0.0428466796875","0.0035807292442768812","0.0035807292442768812","0.0035807292442768812"
"380","","","","0.0009765625","0.0009765625","0.0009765625","0.0022379558067768812","0.0022379558067768812","0.0022379558067768812","","","","","",""
"381","","","","0.0010172526817768812","0.0010172526817768812","0.0010172526817768812","0.0024007163010537624","0.0024007163010537624","0.0024007163010537624","0.0428059920668602","0.0428059920668602","0.0428059920668602","0.0037841796875","0.0037841796875","0.0037841796875"
"382","","","","0.0010172526817768812","0.0010172526817768812","0.0010172526817768812","0.0025634765625","0.0025634765625","0.0025634765625","0.0433349609375","0.0433349609375","0.0433349609375","","",""
"383","0.002685546875","0.002685546875","0.002685546875","0.0009358724346384406","0.0009358724346384406","0.0009358724346384406","0.0026448569260537624","0.0026448569260537624","0.0026448569260537624","","","","","",""
"384","","","","0.0010579427471384406","0.0010579427471384406","0.0010579427471384406","0.0028889975510537624","0.0028889975510537624","0.0028889975510537624","","","","","",""
"385","0.0027669272385537624","0.0027669272385537624","0.0027669272385537624","0.0011800130596384406","0.0011800130596384406","0.0011800130596384406","","","","","","","0.0040283203125","0.0040283203125","0.0040283203125"
"386","","","","0.0011800130596384406","0.0011800130596384406","0.0011800130596384406","0.002685546875","0.002685546875","0.002685546875","0.0450032576918602","0.0450032576918602","0.0450032576918602","","",""
"388","0.00244140625","0.00244140625","0.00244140625","","","","0.0025634765625","0.0025634765625","0.0025634765625","0.0459391288459301","0.0459391288459301","0.0459391288459301","0.0047200522385537624","0.0047200522385537624","0.0047200522385537624"
"389","","","","","","","0.0027262370567768812","0.0027262370567768812","0.0027262370567768812","","","","","",""
"390","0.0022379558067768812","0.0022379558067768812","0.0022379558067768812","0.0015055339317768812","0.0015055339317768812","0.0015055339317768812","0.002685546875","0.002685546875","0.002685546875","0.0478922538459301","0.0478922538459301","0.0478922538459301","0.0042724609375","0.0042724609375","0.0042724609375"
"391","0.0021158854942768812","0.0021158854942768812","0.0021158854942768812","0.0014241536846384406","0.0014241536846384406","0.0014241536846384406","","","","0.0479736328125","0.0479736328125","0.0479736328125","","",""
"392","0.0022379558067768812","0.0022379558067768812","0.0022379558067768812","0.0015055339317768812","0.0015055339317768812","0.0015055339317768812","","","","0.0472819022834301","0.0472819022834301","0.0472819022834301","0.004191081039607525","0.004191081039607525","0.004191081039607525"
"393","0.00244140625","0.00244140625","0.00244140625","0.0016682943096384406","0.0016682943096384406","0.0016682943096384406","0.0026041667442768812","0.0026041667442768812","0.0026041667442768812","0.0465087890625","0.0465087890625","0.0465087890625","","",""
"394","","","","0.001708984375","0.001708984375","0.001708984375","0.0025634765625","0.0025634765625","0.0025634765625","","","","0.004313151352107525","0.004313151352107525","0.004313151352107525"
"395","","","","0.0016276042442768812","0.0016276042442768812","0.0016276042442768812","0.0025634765625","0.0025634765625","0.0025634765625","","","","0.004435221664607525","0.004435221664607525","0.004435221664607525"
"396","0.0028076171875","0.0028076171875","0.0028076171875","0.0017496745567768812","0.0017496745567768812","0.0017496745567768812","0.0027262370567768812","0.0027262370567768812","0.0027262370567768812","0.0477701835334301","0.0477701835334301","0.0477701835334301","","",""
"397","","","","","","","","","","0.048583984375","0.048583984375","0.048583984375","0.0048828125","0.0048828125","0.0048828125"
"398","0.0028483073692768812","0.0028483073692768812","0.0028483073692768812","","","","0.0025227866135537624","0.0025227866135537624","0.0025227866135537624","0.0494791679084301","0.0494791679084301","0.0494791679084301","0.004679362289607525","0.004679362289607525","0.004679362289607525"
"399","0.0030517578125","0.0030517578125","0.0030517578125","0.0018310546875","0.0018310546875","0.0018310546875","0.0023193359375","0.0023193359375","0.0023193359375","","","","","",""
"400","0.0032958984375","0.0032958984375","0.0032958984375","0.0017496745567768812","0.0017496745567768812","0.0017496745567768812","0.00244140625","0.00244140625","0.00244140625","","","","0.004801432602107525","0.004801432602107525","0.004801432602107525"
"401","","","","","","","0.0022379558067768812","0.0022379558067768812","0.0022379558067768812","","","","0.0045979819260537624","0.0045979819260537624","0.0045979819260537624"
"402","","","","0.0021158854942768812","0.0021158854942768812","0.0021158854942768812","","","","0.0504150390625","0.0504150390625","0.0504150390625","0.004638671875","0.004638671875","0.004638671875"
"403","0.003662109375","0.003662109375","0.003662109375","0.0021565756760537624","0.0021565756760537624","0.0021565756760537624","0.0022379558067768812","0.0022379558067768812","0.0022379558067768812","","","","0.004557291977107525","0.004557291977107525","0.004557291977107525"
"404","","","","0.0024820964317768812","0.0024820964317768812","0.0024820964317768812","0.0022786459885537624","0.0022786459885537624","0.0022786459885537624","","","","","",""
"405","0.0041097006760537624","0.0041097006760537624","0.0041097006760537624","","","","0.002197265625","0.002197265625","0.002197265625","0.0515543632209301","0.0515543632209301","0.0515543632209301","","",""
"406","","","","","","","0.0022786459885537624","0.0022786459885537624","0.0022786459885537624","","","","0.0048828125","0.0048828125","0.0048828125"
"407","0.0042317709885537624","0.0042317709885537624","0.0042317709885537624","0.0023193359375","0.0023193359375","0.0023193359375","0.0022379558067768812","0.0022379558067768812","0.0022379558067768812","","","","","",""
"408","0.0041097006760537624","0.0041097006760537624","0.0041097006760537624","","","","0.0023193359375","0.0023193359375","0.0023193359375","","","","0.0048828125","0.0048828125","0.0048828125"
"409","","","","0.0025634765625","0.0025634765625","0.0025634765625","0.0023193359375","0.0023193359375","0.0023193359375","","","","0.0048828125","0.0048828125","0.0048828125"
"410","","","","0.0026041667442768812","0.0026041667442768812","0.0026041667442768812","","","","0.05908203125","0.05908203125","0.05908203125","0.004923502914607525","0.004923502914607525","0.004923502914607525"
"411","0.0041097006760537624","0.0041097006760537624","0.0041097006760537624","","","","0.002197265625","0.002197265625","0.002197265625","","","","","",""
"412","0.004150390625","0.004150390625","0.004150390625","","","","0.0022379558067768812","0.0022379558067768812","0.0022379558067768812","","","","0.0053304038010537624","0.0053304038010537624","0.0053304038010537624"
"413","0.0042724609375","0.0042724609375","0.0042724609375","","","","0.0023600261192768812","0.0023600261192768812","0.0023600261192768812","","","","","",""
"414","0.0044759116135537624","0.0044759116135537624","0.0044759116135537624","","","","0.0022786459885537624","0.0022786459885537624","0.0022786459885537624","0.0596923828125","0.0596923828125","0.0596923828125","0.0055745444260537624","0.0055745444260537624","0.0055745444260537624"
"415","","","","","","","0.0021158854942768812","0.0021158854942768812","0.0021158854942768812","","","","0.005777995102107525","0.005777995102107525","0.005777995102107525"
"416","","","","0.002685546875","0.002685546875","0.002685546875","0.0019938151817768812","0.0019938151817768812","0.0019938151817768812","0.0605061873793602","0.0605061873793602","0.0605061873793602","0.0053304038010537624","0.0053304038010537624","0.0053304038010537624"
"417","","","","0.0028483073692768812","0.0028483073692768812","0.0028483073692768812","0.0019124349346384406","0.0019124349346384406","0.0019124349346384406","0.0611979179084301","0.0611979179084301","0.0611979179084301","0.005777995102107525","0.005777995102107525","0.005777995102107525"
"418","0.004435221664607525","0.004435221664607525","0.004435221664607525","","","","0.0018717448692768812","0.0018717448692768812","0.0018717448692768812","0.0627848356962204","0.0627848356962204","0.0627848356962204","0.0058186850510537624","0.0058186850510537624","0.0058186850510537624"
"419","0.0041097006760537624","0.0041097006760537624","0.0041097006760537624","0.0028483073692768812","0.0028483073692768812","0.0028483073692768812","0.0019124349346384406","0.0019124349346384406","0.0019124349346384406","0.0642496794462204","0.0642496794462204","0.0642496794462204","","",""
"420","","","","0.0027669272385537624","0.0027669272385537624","0.0027669272385537624","0.0017903646221384406","0.0017903646221384406","0.0017903646221384406","","","","","",""
"421","","","","0.002685546875","0.002685546875","0.002685546875","0.0017496745567768812","0.0017496745567768812","0.0017496745567768812","","","","0.005859375","0.005859375","0.005859375"
"422","0.0038248698692768812","0.0038248698692768812","0.0038248698692768812","0.0030517578125","0.0030517578125","0.0030517578125","0.0015869140625","0.0015869140625","0.0015869140625","0.0664469450712204","0.0664469450712204","0.0664469450712204","","",""
"423","0.003946940414607525","0.003946940414607525","0.003946940414607525","","","","0.0016276042442768812","0.0016276042442768812","0.0016276042442768812","0.0666910856962204","0.0666910856962204","0.0666910856962204","0.006510416977107525","0.006510416977107525","0.006510416977107525"
"424","","","","","","","0.0016276042442768812","0.0016276042442768812","0.0016276042442768812","","","","","",""
"425","0.003946940414607525","0.003946940414607525","0.003946940414607525","0.0028889975510537624","0.0028889975510537624","0.0028889975510537624","0.001953125","0.001953125","0.001953125","","","","","",""
"426","0.003946940414607525","0.003946940414607525","0.003946940414607525","0.0026448569260537624","0.0026448569260537624","0.0026448569260537624","0.0020345053635537624","0.0020345053635537624","0.0020345053635537624","0.0694987028837204","0.0694987028837204","0.0694987028837204","0.0072021484375","0.0072021484375","0.0072021484375"
"427","0.0037841796875","0.0037841796875","0.0037841796875","0.0024820964317768812","0.0024820964317768812","0.0024820964317768812","","","","0.0699056014418602","0.0699056014418602","0.0699056014418602","0.006510416977107525","0.006510416977107525","0.006510416977107525"
"428","","","","0.0023600261192768812","0.0023600261192768812","0.0023600261192768812","0.0019938151817768812","0.0019938151817768812","0.0019938151817768812","","","","0.0064697265625","0.0064697265625","0.0064697265625"
"429","0.0040283203125","0.0040283203125","0.0040283203125","0.00244140625","0.00244140625","0.00244140625","0.0022379558067768812","0.0022379558067768812","0.0022379558067768812","0.0709635466337204","0.0709635466337204","0.0709635466337204","","",""
"430","","","","0.0023193359375","0.0023193359375","0.0023193359375","0.002197265625","0.002197265625","0.002197265625","0.0716145858168602","0.0716145858168602","0.0716145858168602","","",""
"431","","","","0.00244140625","0.00244140625","0.00244140625","","","","","","","0.0062255859375","0.0062255859375","0.0062255859375"
"432","","","","0.0028483073692768812","0.0028483073692768812","0.0028483073692768812","0.0021158854942768812","0.0021158854942768812","0.0021158854942768812","0.0729573592543602","0.0729573592543602","0.0729573592543602","0.0059814453125","0.0059814453125","0.0059814453125"
"433","0.0044759116135537624","0.0044759116135537624","0.0044759116135537624","0.0028076171875","0.0028076171875","0.0028076171875","0.0022379558067768812","0.0022379558067768812","0.0022379558067768812","0.0740559920668602","0.0740559920668602","0.0740559920668602","","",""
"434","0.004557291977107525","0.004557291977107525","0.004557291977107525","","","","0.0020345053635537624","0.0020345053635537624","0.0020345053635537624","0.0746256560087204","0.0746256560087204","0.0746256560087204","0.0063069663010537624","0.0063069663010537624","0.0063069663010537624"
"435","0.004557291977107525","0.004557291977107525","0.004557291977107525","0.0027262370567768812","0.0027262370567768812","0.0027262370567768812","","","","0.0753173828125","0.0753173828125","0.0753173828125","0.006103515625","0.006103515625","0.006103515625"
"436","0.004557291977107525","0.004557291977107525","0.004557291977107525","0.0027262370567768812","0.0027262370567768812","0.0027262370567768812","","","","0.0770263671875","0.0770263671875","0.0770263671875","0.0060628256760537624","0.0060628256760537624","0.0060628256760537624"
"437","0.004557291977107525","0.004557291977107525","0.004557291977107525","0.00244140625","0.00244140625","0.00244140625","0.0018310546875","0.0018310546875","0.0018310546875","0.0790201872587204","0.0790201872587204","0.0790201872587204","0.006266276352107525","0.006266276352107525","0.006266276352107525"
"438","0.004679362289607525","0.004679362289607525","0.004679362289607525","0.00244140625","0.00244140625","0.00244140625","","","","","","","","",""
"439","","","","0.0026041667442768812","0.0026041667442768812","0.0026041667442768812","0.0016682943096384406","0.0016682943096384406","0.0016682943096384406","0.0781656950712204","0.0781656950712204","0.0781656950712204","0.006998698227107525","0.006998698227107525","0.006998698227107525"
"440","0.0047607421875","0.0047607421875","0.0047607421875","0.002685546875","0.002685546875","0.002685546875","0.0016276042442768812","0.0016276042442768812","0.0016276042442768812","0.078369140625","0.078369140625","0.078369140625","0.0074055991135537624","0.0074055991135537624","0.0074055991135537624"
"441","0.0045979819260537624","0.0045979819260537624","0.0045979819260537624","","","","0.00146484375","0.00146484375","0.00146484375","","","","0.00732421875","0.00732421875","0.00732421875"
"442","0.0042317709885537624","0.0042317709885537624","0.0042317709885537624","","","","0.0015462239971384406","0.0015462239971384406","0.0015462239971384406","0.076904296875","0.076904296875","0.076904296875","","",""
"443","0.0045979819260537624","0.0045979819260537624","0.0045979819260537624","","","","0.0015869140625","0.0015869140625","0.0015869140625","0.0769856795668602","0.0769856795668602","0.0769856795668602","0.0072835288010537624","0.0072835288010537624","0.0072835288010537624"
"444","0.0047607421875","0.0047607421875","0.0047607421875","","","","0.001708984375","0.001708984375","0.001708984375","0.07568359375","0.07568359375","0.07568359375","","",""
"445","","","","0.0028483073692768812","0.0028483073692768812","0.0028483073692768812","0.0016682943096384406","0.0016682943096384406","0.0016682943096384406","0.0750732421875","0.0750732421875","0.0750732421875","0.007080078125","0.007080078125","0.007080078125"
"446","0.0048421225510537624","0.0048421225510537624","0.0048421225510537624","","","","0.0017496745567768812","0.0017496745567768812","0.0017496745567768812","","","","0.0070393881760537624","0.0070393881760537624","0.0070393881760537624"
"447","0.004801432602107525","0.004801432602107525","0.004801432602107525","0.0026448569260537624","0.0026448569260537624","0.0026448569260537624","","","","0.0750325545668602","0.0750325545668602","0.0750325545668602","0.0069580078125","0.0069580078125","0.0069580078125"
"448","0.0047607421875","0.0047607421875","0.0047607421875","0.0024820964317768812","0.0024820964317768812","0.0024820964317768812","0.0017496745567768812","0.0017496745567768812","0.0017496745567768812","0.0767415389418602","0.0767415389418602","0.0767415389418602","0.0064697265625","0.0064697265625","0.0064697265625"
"449","","","","","","","0.0018310546875","0.0018310546875","0.0018310546875","","","","0.0067138671875","0.0067138671875","0.0067138671875"
"450","0.005655924789607525","0.005655924789607525","0.005655924789607525","0.0025634765625","0.0025634765625","0.0025634765625","0.0019124349346384406","0.0019124349346384406","0.0019124349346384406","","","","0.006754557602107525","0.006754557602107525","0.006754557602107525"
"451","0.006103515625","0.006103515625","0.006103515625","0.0024820964317768812","0.0024820964317768812","0.0024820964317768812","0.0017903646221384406","0.0017903646221384406","0.0017903646221384406","0.0800374373793602","0.0800374373793602","0.0800374373793602","0.006632487289607525","0.006632487289607525","0.006632487289607525"
"452","","","","0.0026041667442768812","0.0026041667442768812","0.0026041667442768812","0.0017903646221384406","0.0017903646221384406","0.0017903646221384406","0.0807291716337204","0.0807291716337204","0.0807291716337204","0.006632487289607525","0.006632487289607525","0.006632487289607525"
"453","","","","0.0025227866135537624","0.0025227866135537624","0.0025227866135537624","0.0017496745567768812","0.0017496745567768812","0.0017496745567768812","0.0819498747587204","0.0819498747587204","0.0819498747587204","0.0068359375","0.0068359375","0.0068359375"
"454","","","","0.0028076171875","0.0028076171875","0.0028076171875","0.0017903646221384406","0.0017903646221384406","0.0017903646221384406","0.0823974609375","0.0823974609375","0.0823974609375","0.006876627914607525","0.006876627914607525","0.006876627914607525"
"455","0.0067952475510537624","0.0067952475510537624","0.0067952475510537624","","","","0.0019938151817768812","0.0019938151817768812","0.0019938151817768812","0.0836995467543602","0.0836995467543602","0.0836995467543602","","",""
"456","0.0069580078125","0.0069580078125","0.0069580078125","","","","0.0020345053635537624","0.0020345053635537624","0.0020345053635537624","0.0838216170668602","0.0838216170668602","0.0838216170668602","","",""
"457","","","","0.0026448569260537624","0.0026448569260537624","0.0026448569260537624","","","","0.0850016325712204","0.0850016325712204","0.0850016325712204","0.007364909164607525","0.007364909164607525","0.007364909164607525"
"458","","","","0.0026448569260537624","0.0026448569260537624","0.0026448569260537624","0.0023600261192768812","0.0023600261192768812","0.0023600261192768812","","","","0.006998698227107525","0.006998698227107525","0.006998698227107525"
"459","","","","","","","0.0023193359375","0.0023193359375","0.0023193359375","0.0841471403837204","0.0841471403837204","0.0841471403837204","0.0067952475510537624","0.0067952475510537624","0.0067952475510537624"
"460","","","","0.0028076171875","0.0028076171875","0.0028076171875","0.0022379558067768812","0.0022379558067768812","0.0022379558067768812","","","","0.006591796875","0.006591796875","0.006591796875"
"461","0.007080078125","0.007080078125","0.007080078125","","","","0.0022379558067768812","0.0022379558067768812","0.0022379558067768812","0.0833740234375","0.0833740234375","0.0833740234375","","",""
"462","0.007568359375","0.007568359375","0.007568359375","","","","0.0023193359375","0.0023193359375","0.0023193359375","","","","0.006388346664607525","0.006388346664607525","0.006388346664607525"
"463","0.0076904296875","0.0076904296875","0.0076904296875","0.0028483073692768812","0.0028483073692768812","0.0028483073692768812","0.0022786459885537624","0.0022786459885537624","0.0022786459885537624","","","","0.006144206039607525","0.006144206039607525","0.006144206039607525"
"464","","","","0.0028889975510537624","0.0028889975510537624","0.0028889975510537624","0.0023600261192768812","0.0023600261192768812","0.0023600261192768812","0.0839436873793602","0.0839436873793602","0.0839436873793602","","",""
"465","0.0078125","0.0078125","0.0078125","0.0028889975510537624","0.0028889975510537624","0.0028889975510537624","0.0022786459885537624","0.0022786459885537624","0.0022786459885537624","0.0843098983168602","0.0843098983168602","0.0843098983168602","0.006388346664607525","0.006388346664607525","0.006388346664607525"
"466","0.0076904296875","0.0076904296875","0.0076904296875","","","","0.0022786459885537624","0.0022786459885537624","0.0022786459885537624","0.0836181640625","0.0836181640625","0.0836181640625","0.0066731772385537624","0.0066731772385537624","0.0066731772385537624"
"467","","","","0.0028483073692768812","0.0028483073692768812","0.0028483073692768812","0.0022379558067768812","0.0022379558067768812","0.0022379558067768812","0.0846761092543602","0.0846761092543602","0.0846761092543602","0.0068359375","0.0068359375","0.0068359375"
"468","","","","0.0025227866135537624","0.0025227866135537624","0.0025227866135537624","0.002197265625","0.002197265625","0.002197265625","0.0837809294462204","0.0837809294462204","0.0837809294462204","0.006754557602107525","0.006754557602107525","0.006754557602107525"
"469","","","","","","","0.0021565756760537624","0.0021565756760537624","0.0021565756760537624","","","","0.006876627914607525","0.006876627914607525","0.006876627914607525"
"470","0.006998698227107525","0.006998698227107525","0.006998698227107525","","","","0.0019938151817768812","0.0019938151817768812","0.0019938151817768812","0.0830078125","0.0830078125","0.0830078125","","",""
"471","0.0067138671875","0.0067138671875","0.0067138671875","0.0029296875","0.0029296875","0.0029296875","0.0018310546875","0.0018310546875","0.0018310546875","","","","","",""
"472","0.0067952475510537624","0.0067952475510537624","0.0067952475510537624","0.0030924479942768812","0.0030924479942768812","0.0030924479942768812","0.0021158854942768812","0.0021158854942768812","0.0021158854942768812","","","","0.0074462890625","0.0074462890625","0.0074462890625"
"473","","","","0.0032552084885537624","0.0032552084885537624","0.0032552084885537624","0.0020345053635537624","0.0020345053635537624","0.0020345053635537624","0.084716796875","0.084716796875","0.084716796875","","",""
"474","0.006632487289607525","0.006632487289607525","0.006632487289607525","0.003173828125","0.003173828125","0.003173828125","0.0023193359375","0.0023193359375","0.0023193359375","0.0868733748793602","0.0868733748793602","0.0868733748793602","","",""
"475","","","","0.0030110678635537624","0.0030110678635537624","0.0030110678635537624","0.002197265625","0.002197265625","0.002197265625","","","","0.007975260727107525","0.007975260727107525","0.007975260727107525"
"476","0.0062255859375","0.0062255859375","0.0062255859375","0.0030924479942768812","0.0030924479942768812","0.0030924479942768812","","","","","","","","",""
"477","0.0061848959885537624","0.0061848959885537624","0.0061848959885537624","0.003173828125","0.003173828125","0.003173828125","0.0020345053635537624","0.0020345053635537624","0.0020345053635537624","0.085693359375","0.085693359375","0.085693359375","0.007609049789607525","0.007609049789607525","0.007609049789607525"
"478","","","","0.00341796875","0.00341796875","0.00341796875","0.0020345053635537624","0.0020345053635537624","0.0020345053635537624","","","","0.00789388082921505","0.00789388082921505","0.00789388082921505"
"479","0.0055745444260537624","0.0055745444260537624","0.0055745444260537624","0.00341796875","0.00341796875","0.00341796875","0.0021565756760537624","0.0021565756760537624","0.0021565756760537624","","","","0.007568359375","0.007568359375","0.007568359375"
