"Step","00_sapg_6_6789_24576envs_mixed_expl_learn_param_lf_1p_21_01_09h22m21s - successes/time","00_sapg_6_6789_24576envs_mixed_expl_learn_param_lf_1p_21_01_09h22m21s - successes/time__MIN","00_sapg_6_6789_24576envs_mixed_expl_learn_param_lf_1p_21_01_09h22m21s - successes/time__MAX","00_sapg_6_98765_24576envs_mixed_expl_learn_param_lf_1p_21_01_09h20m51s - successes/time","00_sapg_6_98765_24576envs_mixed_expl_learn_param_lf_1p_21_01_09h20m51s - successes/time__MIN","00_sapg_6_98765_24576envs_mixed_expl_learn_param_lf_1p_21_01_09h20m51s - successes/time__MAX","00_sapg_6_2023_24576envs_mixed_expl_learn_param_lf_1p_21_01_09h20m00s - successes/time","00_sapg_6_2023_24576envs_mixed_expl_learn_param_lf_1p_21_01_09h20m00s - successes/time__MIN","00_sapg_6_2023_24576envs_mixed_expl_learn_param_lf_1p_21_01_09h20m00s - successes/time__MAX","00_comparison_6_12345_24576envs_mixed_expl_learn_param_lf_1p_21_01_09h18m49s - successes/time","00_comparison_6_12345_24576envs_mixed_expl_learn_param_lf_1p_21_01_09h18m49s - successes/time__MIN","00_comparison_6_12345_24576envs_mixed_expl_learn_param_lf_1p_21_01_09h18m49s - successes/time__MAX"
"7043","2.87255859375","2.87255859375","2.87255859375","","","","3.056640625","3.056640625","3.056640625","3.0166015625","3.0166015625","3.0166015625"
"7044","2.887939453125","2.887939453125","2.887939453125","11.358154296875","11.358154296875","11.358154296875","3.035888671875","3.035888671875","3.035888671875","3.025146484375","3.025146484375","3.025146484375"
"7045","2.879638671875","2.879638671875","2.879638671875","","","","3.03955078125","3.03955078125","3.03955078125","3.043212890625","3.043212890625","3.043212890625"
"7046","2.888671875","2.888671875","2.888671875","11.3935546875","11.3935546875","11.3935546875","3.029296875","3.029296875","3.029296875","3.040283203125","3.040283203125","3.040283203125"
"7047","2.879638671875","2.879638671875","2.879638671875","","","","3.010009765625","3.010009765625","3.010009765625","3.05126953125","3.05126953125","3.05126953125"
"7048","2.87158203125","2.87158203125","2.87158203125","","","","3.015380859375","3.015380859375","3.015380859375","3.05615234375","3.05615234375","3.05615234375"
"7049","2.866943359375","2.866943359375","2.866943359375","11.319580078125","11.319580078125","11.319580078125","2.998779296875","2.998779296875","2.998779296875","3.054931640625","3.054931640625","3.054931640625"
"7050","2.849365234375","2.849365234375","2.849365234375","11.320556640625","11.320556640625","11.320556640625","2.982666015625","2.982666015625","2.982666015625","3.081298828125","3.081298828125","3.081298828125"
"7051","2.832275390625","2.832275390625","2.832275390625","11.325439453125","11.325439453125","11.325439453125","2.968505859375","2.968505859375","2.968505859375","3.0654296875","3.0654296875","3.0654296875"
"7052","2.864501953125","2.864501953125","2.864501953125","11.36572265625","11.36572265625","11.36572265625","2.97314453125","2.97314453125","2.97314453125","3.05029296875","3.05029296875","3.05029296875"
"7053","2.875244140625","2.875244140625","2.875244140625","11.40185546875","11.40185546875","11.40185546875","2.998291015625","2.998291015625","2.998291015625","3.07568359375","3.07568359375","3.07568359375"
"7054","2.89306640625","2.89306640625","2.89306640625","11.408203125","11.408203125","11.408203125","3.012451171875","3.012451171875","3.012451171875","3.07568359375","3.07568359375","3.07568359375"
"7055","2.880126953125","2.880126953125","2.880126953125","11.410888671875","11.410888671875","11.410888671875","2.99609375","2.99609375","2.99609375","3.082763671875","3.082763671875","3.082763671875"
"7056","2.85986328125","2.85986328125","2.85986328125","11.437255859375","11.437255859375","11.437255859375","3.002685546875","3.002685546875","3.002685546875","3.0849609375","3.0849609375","3.0849609375"
"7057","2.866943359375","2.866943359375","2.866943359375","","","","2.99462890625","2.99462890625","2.99462890625","3.0986328125","3.0986328125","3.0986328125"
"7058","2.873291015625","2.873291015625","2.873291015625","","","","3.01953125","3.01953125","3.01953125","3.103271484375","3.103271484375","3.103271484375"
"7059","2.87353515625","2.87353515625","2.87353515625","11.449462890625","11.449462890625","11.449462890625","3.010498046875","3.010498046875","3.010498046875","3.098388671875","3.098388671875","3.098388671875"
"7060","2.882080078125","2.882080078125","2.882080078125","11.466796875","11.466796875","11.466796875","3.010498046875","3.010498046875","3.010498046875","3.0888671875","3.0888671875","3.0888671875"
"7061","2.895751953125","2.895751953125","2.895751953125","11.48828125","11.48828125","11.48828125","2.998291015625","2.998291015625","2.998291015625","3.0615234375","3.0615234375","3.0615234375"
"7062","2.91357421875","2.91357421875","2.91357421875","11.4970703125","11.4970703125","11.4970703125","2.977783203125","2.977783203125","2.977783203125","3.058837890625","3.058837890625","3.058837890625"
"7063","2.930908203125","2.930908203125","2.930908203125","","","","2.971923828125","2.971923828125","2.971923828125","3.07666015625","3.07666015625","3.07666015625"
"7064","2.94384765625","2.94384765625","2.94384765625","11.486083984375","11.486083984375","11.486083984375","3.007080078125","3.007080078125","3.007080078125","3.064208984375","3.064208984375","3.064208984375"
"7065","2.941162109375","2.941162109375","2.941162109375","11.49951171875","11.49951171875","11.49951171875","3.006103515625","3.006103515625","3.006103515625","3.0498046875","3.0498046875","3.0498046875"
"7066","2.932373046875","2.932373046875","2.932373046875","11.468017578125","11.468017578125","11.468017578125","3.016845703125","3.016845703125","3.016845703125","3.0498046875","3.0498046875","3.0498046875"
"7067","2.9130859375","2.9130859375","2.9130859375","","","","3.01611328125","3.01611328125","3.01611328125","3.0390625","3.0390625","3.0390625"
"7068","2.912841796875","2.912841796875","2.912841796875","11.43701171875","11.43701171875","11.43701171875","3.037109375","3.037109375","3.037109375","3.05810546875","3.05810546875","3.05810546875"
"7069","2.9423828125","2.9423828125","2.9423828125","11.442626953125","11.442626953125","11.442626953125","3.0361328125","3.0361328125","3.0361328125","3.05126953125","3.05126953125","3.05126953125"
"7070","2.945068359375","2.945068359375","2.945068359375","","","","3.0341796875","3.0341796875","3.0341796875","3.034423828125","3.034423828125","3.034423828125"
"7071","2.959228515625","2.959228515625","2.959228515625","11.423095703125","11.423095703125","11.423095703125","3.041748046875","3.041748046875","3.041748046875","3.02978515625","3.02978515625","3.02978515625"
"7072","2.9501953125","2.9501953125","2.9501953125","11.45361328125","11.45361328125","11.45361328125","3.026611328125","3.026611328125","3.026611328125","3.0576171875","3.0576171875","3.0576171875"
"7073","2.97021484375","2.97021484375","2.97021484375","11.443115234375","11.443115234375","11.443115234375","3.028564453125","3.028564453125","3.028564453125","3.0810546875","3.0810546875","3.0810546875"
"7074","2.9521484375","2.9521484375","2.9521484375","11.4248046875","11.4248046875","11.4248046875","3.038330078125","3.038330078125","3.038330078125","3.08642578125","3.08642578125","3.08642578125"
"7075","2.957275390625","2.957275390625","2.957275390625","11.450927734375","11.450927734375","11.450927734375","3.030029296875","3.030029296875","3.030029296875","3.095458984375","3.095458984375","3.095458984375"
"7076","2.94873046875","2.94873046875","2.94873046875","11.508056640625","11.508056640625","11.508056640625","3.024169921875","3.024169921875","3.024169921875","3.105224609375","3.105224609375","3.105224609375"
"7077","2.964111328125","2.964111328125","2.964111328125","11.5","11.5","11.5","3.02001953125","3.02001953125","3.02001953125","3.120849609375","3.120849609375","3.120849609375"
"7078","2.97265625","2.97265625","2.97265625","11.447265625","11.447265625","11.447265625","3.010986328125","3.010986328125","3.010986328125","3.126953125","3.126953125","3.126953125"
"7079","2.973388671875","2.973388671875","2.973388671875","","","","3.014404296875","3.014404296875","3.014404296875","3.103759765625","3.103759765625","3.103759765625"
"7080","2.99609375","2.99609375","2.99609375","11.42919921875","11.42919921875","11.42919921875","2.993896484375","2.993896484375","2.993896484375","3.102783203125","3.102783203125","3.102783203125"
"7081","2.975341796875","2.975341796875","2.975341796875","11.45556640625","11.45556640625","11.45556640625","2.983642578125","2.983642578125","2.983642578125","3.107177734375","3.107177734375","3.107177734375"
"7082","2.97021484375","2.97021484375","2.97021484375","11.390869140625","11.390869140625","11.390869140625","3.00048828125","3.00048828125","3.00048828125","3.1181640625","3.1181640625","3.1181640625"
"7083","2.984619140625","2.984619140625","2.984619140625","11.386474609375","11.386474609375","11.386474609375","2.986328125","2.986328125","2.986328125","3.12158203125","3.12158203125","3.12158203125"
"7084","2.966064453125","2.966064453125","2.966064453125","","","","2.983154296875","2.983154296875","2.983154296875","3.11181640625","3.11181640625","3.11181640625"
"7085","2.945556640625","2.945556640625","2.945556640625","11.31494140625","11.31494140625","11.31494140625","2.974853515625","2.974853515625","2.974853515625","3.104248046875","3.104248046875","3.104248046875"
"7086","2.9609375","2.9609375","2.9609375","","","","2.972412109375","2.972412109375","2.972412109375","3.10546875","3.10546875","3.10546875"
"7087","2.9765625","2.9765625","2.9765625","11.3330078125","11.3330078125","11.3330078125","2.96337890625","2.96337890625","2.96337890625","3.0849609375","3.0849609375","3.0849609375"
"7088","2.97119140625","2.97119140625","2.97119140625","11.330322265625","11.330322265625","11.330322265625","2.96826171875","2.96826171875","2.96826171875","3.110595703125","3.110595703125","3.110595703125"
"7089","2.963623046875","2.963623046875","2.963623046875","11.33642578125","11.33642578125","11.33642578125","2.990966796875","2.990966796875","2.990966796875","3.117431640625","3.117431640625","3.117431640625"
"7090","2.970458984375","2.970458984375","2.970458984375","11.3681640625","11.3681640625","11.3681640625","3.001953125","3.001953125","3.001953125","3.11328125","3.11328125","3.11328125"
"7091","2.9765625","2.9765625","2.9765625","11.366943359375","11.366943359375","11.366943359375","3.025634765625","3.025634765625","3.025634765625","3.09912109375","3.09912109375","3.09912109375"
"7092","2.950927734375","2.950927734375","2.950927734375","11.38427734375","11.38427734375","11.38427734375","3.03759765625","3.03759765625","3.03759765625","3.102783203125","3.102783203125","3.102783203125"
"7093","2.9462890625","2.9462890625","2.9462890625","","","","3.05029296875","3.05029296875","3.05029296875","3.097900390625","3.097900390625","3.097900390625"
"7094","2.968017578125","2.968017578125","2.968017578125","11.368896484375","11.368896484375","11.368896484375","3.0703125","3.0703125","3.0703125","3.123779296875","3.123779296875","3.123779296875"
"7095","2.970947265625","2.970947265625","2.970947265625","","","","3.084228515625","3.084228515625","3.084228515625","3.129150390625","3.129150390625","3.129150390625"
"7096","2.988525390625","2.988525390625","2.988525390625","11.413330078125","11.413330078125","11.413330078125","3.078857421875","3.078857421875","3.078857421875","3.141357421875","3.141357421875","3.141357421875"
"7097","2.966552734375","2.966552734375","2.966552734375","11.4072265625","11.4072265625","11.4072265625","3.064208984375","3.064208984375","3.064208984375","3.125244140625","3.125244140625","3.125244140625"
"7098","2.970703125","2.970703125","2.970703125","11.412109375","11.412109375","11.412109375","3.0322265625","3.0322265625","3.0322265625","3.0966796875","3.0966796875","3.0966796875"
"7099","2.975341796875","2.975341796875","2.975341796875","11.42626953125","11.42626953125","11.42626953125","3.04052734375","3.04052734375","3.04052734375","3.113525390625","3.113525390625","3.113525390625"
"7100","2.9765625","2.9765625","2.9765625","11.389892578125","11.389892578125","11.389892578125","3.0322265625","3.0322265625","3.0322265625","3.10546875","3.10546875","3.10546875"
"7101","2.954345703125","2.954345703125","2.954345703125","11.408203125","11.408203125","11.408203125","3.0205078125","3.0205078125","3.0205078125","3.109130859375","3.109130859375","3.109130859375"
"7102","2.943115234375","2.943115234375","2.943115234375","11.43212890625","11.43212890625","11.43212890625","3.019775390625","3.019775390625","3.019775390625","3.092041015625","3.092041015625","3.092041015625"
"7103","2.9404296875","2.9404296875","2.9404296875","","","","3.0107421875","3.0107421875","3.0107421875","3.09326171875","3.09326171875","3.09326171875"
"7104","2.950439453125","2.950439453125","2.950439453125","","","","3.01611328125","3.01611328125","3.01611328125","3.086669921875","3.086669921875","3.086669921875"
"7105","2.96875","2.96875","2.96875","11.444091796875","11.444091796875","11.444091796875","3.006591796875","3.006591796875","3.006591796875","3.09375","3.09375","3.09375"
"7106","2.94287109375","2.94287109375","2.94287109375","11.469482421875","11.469482421875","11.469482421875","2.99169921875","2.99169921875","2.99169921875","3.102783203125","3.102783203125","3.102783203125"
"7107","2.931884765625","2.931884765625","2.931884765625","11.451171875","11.451171875","11.451171875","2.9833984375","2.9833984375","2.9833984375","3.07763671875","3.07763671875","3.07763671875"
"7108","2.951416015625","2.951416015625","2.951416015625","11.4072265625","11.4072265625","11.4072265625","2.973388671875","2.973388671875","2.973388671875","3.06640625","3.06640625","3.06640625"
"7109","2.9541015625","2.9541015625","2.9541015625","11.419677734375","11.419677734375","11.419677734375","2.963134765625","2.963134765625","2.963134765625","3.065673828125","3.065673828125","3.065673828125"
"7110","2.952880859375","2.952880859375","2.952880859375","11.402099609375","11.402099609375","11.402099609375","2.9521484375","2.9521484375","2.9521484375","3.06787109375","3.06787109375","3.06787109375"
"7111","2.941650390625","2.941650390625","2.941650390625","11.4111328125","11.4111328125","11.4111328125","2.954345703125","2.954345703125","2.954345703125","3.065673828125","3.065673828125","3.065673828125"
"7112","2.940673828125","2.940673828125","2.940673828125","11.40185546875","11.40185546875","11.40185546875","2.92724609375","2.92724609375","2.92724609375","3.084716796875","3.084716796875","3.084716796875"
"7113","2.939697265625","2.939697265625","2.939697265625","11.41796875","11.41796875","11.41796875","2.931884765625","2.931884765625","2.931884765625","3.07958984375","3.07958984375","3.07958984375"
"7114","2.96630859375","2.96630859375","2.96630859375","","","","2.913818359375","2.913818359375","2.913818359375","3.076904296875","3.076904296875","3.076904296875"
"7115","2.963134765625","2.963134765625","2.963134765625","11.377685546875","11.377685546875","11.377685546875","2.89990234375","2.89990234375","2.89990234375","3.08056640625","3.08056640625","3.08056640625"
"7116","2.96875","2.96875","2.96875","","","","2.90625","2.90625","2.90625","3.097900390625","3.097900390625","3.097900390625"
"7117","2.96240234375","2.96240234375","2.96240234375","11.407470703125","11.407470703125","11.407470703125","2.912841796875","2.912841796875","2.912841796875","3.099853515625","3.099853515625","3.099853515625"
"7118","2.9599609375","2.9599609375","2.9599609375","","","","2.8935546875","2.8935546875","2.8935546875","3.107177734375","3.107177734375","3.107177734375"
"7119","2.93408203125","2.93408203125","2.93408203125","","","","2.913330078125","2.913330078125","2.913330078125","3.105712890625","3.105712890625","3.105712890625"
"7120","2.914794921875","2.914794921875","2.914794921875","11.418701171875","11.418701171875","11.418701171875","2.91455078125","2.91455078125","2.91455078125","3.122314453125","3.122314453125","3.122314453125"
"7121","2.91455078125","2.91455078125","2.91455078125","11.4326171875","11.4326171875","11.4326171875","2.892333984375","2.892333984375","2.892333984375","3.10009765625","3.10009765625","3.10009765625"
"7122","2.905517578125","2.905517578125","2.905517578125","","","","2.90380859375","2.90380859375","2.90380859375","3.091064453125","3.091064453125","3.091064453125"
"7123","2.938720703125","2.938720703125","2.938720703125","11.469970703125","11.469970703125","11.469970703125","2.88818359375","2.88818359375","2.88818359375","3.099365234375","3.099365234375","3.099365234375"
"7124","2.93310546875","2.93310546875","2.93310546875","11.476806640625","11.476806640625","11.476806640625","2.888427734375","2.888427734375","2.888427734375","3.08544921875","3.08544921875","3.08544921875"
"7125","2.944091796875","2.944091796875","2.944091796875","11.4375","11.4375","11.4375","2.896484375","2.896484375","2.896484375","3.085693359375","3.085693359375","3.085693359375"
"7126","2.963623046875","2.963623046875","2.963623046875","11.432861328125","11.432861328125","11.432861328125","2.91796875","2.91796875","2.91796875","3.104736328125","3.104736328125","3.104736328125"
"7127","2.96484375","2.96484375","2.96484375","","","","2.9189453125","2.9189453125","2.9189453125","3.102783203125","3.102783203125","3.102783203125"
"7128","2.97705078125","2.97705078125","2.97705078125","","","","2.923828125","2.923828125","2.923828125","3.07958984375","3.07958984375","3.07958984375"
"7129","2.9736328125","2.9736328125","2.9736328125","11.427001953125","11.427001953125","11.427001953125","2.92041015625","2.92041015625","2.92041015625","3.068603515625","3.068603515625","3.068603515625"
"7130","2.971923828125","2.971923828125","2.971923828125","11.431884765625","11.431884765625","11.431884765625","2.912841796875","2.912841796875","2.912841796875","3.077392578125","3.077392578125","3.077392578125"
"7131","2.964111328125","2.964111328125","2.964111328125","","","","2.93408203125","2.93408203125","2.93408203125","3.072265625","3.072265625","3.072265625"
"7132","2.98046875","2.98046875","2.98046875","","","","2.927001953125","2.927001953125","2.927001953125","3.07861328125","3.07861328125","3.07861328125"
"7133","2.988525390625","2.988525390625","2.988525390625","11.42431640625","11.42431640625","11.42431640625","2.932861328125","2.932861328125","2.932861328125","3.069091796875","3.069091796875","3.069091796875"
"7134","2.989990234375","2.989990234375","2.989990234375","11.458740234375","11.458740234375","11.458740234375","2.949462890625","2.949462890625","2.949462890625","3.068359375","3.068359375","3.068359375"
"7135","2.98681640625","2.98681640625","2.98681640625","11.4267578125","11.4267578125","11.4267578125","2.939208984375","2.939208984375","2.939208984375","3.084716796875","3.084716796875","3.084716796875"
"7136","2.9951171875","2.9951171875","2.9951171875","11.42578125","11.42578125","11.42578125","2.93603515625","2.93603515625","2.93603515625","3.078369140625","3.078369140625","3.078369140625"
"7137","2.982177734375","2.982177734375","2.982177734375","11.46484375","11.46484375","11.46484375","2.915771484375","2.915771484375","2.915771484375","3.0654296875","3.0654296875","3.0654296875"
"7138","2.97314453125","2.97314453125","2.97314453125","11.518310546875","11.518310546875","11.518310546875","2.927490234375","2.927490234375","2.927490234375","3.079833984375","3.079833984375","3.079833984375"
"7139","3.007568359375","3.007568359375","3.007568359375","11.5126953125","11.5126953125","11.5126953125","2.92138671875","2.92138671875","2.92138671875","3.06787109375","3.06787109375","3.06787109375"
"7140","2.98193359375","2.98193359375","2.98193359375","11.511474609375","11.511474609375","11.511474609375","2.92919921875","2.92919921875","2.92919921875","3.049560546875","3.049560546875","3.049560546875"
"7141","3","3","3","11.5009765625","11.5009765625","11.5009765625","2.927978515625","2.927978515625","2.927978515625","3.05224609375","3.05224609375","3.05224609375"
"7142","2.99755859375","2.99755859375","2.99755859375","11.503173828125","11.503173828125","11.503173828125","2.95068359375","2.95068359375","2.95068359375","3.045654296875","3.045654296875","3.045654296875"
"7143","3.017578125","3.017578125","3.017578125","11.515625","11.515625","11.515625","2.962158203125","2.962158203125","2.962158203125","3.034423828125","3.034423828125","3.034423828125"
"7144","3.006591796875","3.006591796875","3.006591796875","11.454833984375","11.454833984375","11.454833984375","2.97998046875","2.97998046875","2.97998046875","3.03125","3.03125","3.03125"
"7145","3.013671875","3.013671875","3.013671875","","","","3.010986328125","3.010986328125","3.010986328125","3.034912109375","3.034912109375","3.034912109375"
"7146","3.01318359375","3.01318359375","3.01318359375","","","","3.005859375","3.005859375","3.005859375","3.046630859375","3.046630859375","3.046630859375"
"7147","2.990234375","2.990234375","2.990234375","","","","3.024169921875","3.024169921875","3.024169921875","3.060546875","3.060546875","3.060546875"
"7148","2.987548828125","2.987548828125","2.987548828125","11.45068359375","11.45068359375","11.45068359375","3.0517578125","3.0517578125","3.0517578125","3.06201171875","3.06201171875","3.06201171875"
"7149","3.00537109375","3.00537109375","3.00537109375","11.454345703125","11.454345703125","11.454345703125","3.06494140625","3.06494140625","3.06494140625","3.044921875","3.044921875","3.044921875"
"7150","3.0126953125","3.0126953125","3.0126953125","11.434326171875","11.434326171875","11.434326171875","3.06787109375","3.06787109375","3.06787109375","3.02880859375","3.02880859375","3.02880859375"
"7151","2.99755859375","2.99755859375","2.99755859375","11.420166015625","11.420166015625","11.420166015625","3.0546875","3.0546875","3.0546875","3.029052734375","3.029052734375","3.029052734375"
"7152","2.99609375","2.99609375","2.99609375","11.464599609375","11.464599609375","11.464599609375","3.049560546875","3.049560546875","3.049560546875","3.031982421875","3.031982421875","3.031982421875"
"7153","3.008544921875","3.008544921875","3.008544921875","11.458251953125","11.458251953125","11.458251953125","3.03662109375","3.03662109375","3.03662109375","3.022216796875","3.022216796875","3.022216796875"
"7154","3.025390625","3.025390625","3.025390625","11.483642578125","11.483642578125","11.483642578125","3.02392578125","3.02392578125","3.02392578125","3.013427734375","3.013427734375","3.013427734375"
"7155","3.023193359375","3.023193359375","3.023193359375","11.5107421875","11.5107421875","11.5107421875","3.0205078125","3.0205078125","3.0205078125","2.984619140625","2.984619140625","2.984619140625"
"7156","3.017333984375","3.017333984375","3.017333984375","","","","3.005615234375","3.005615234375","3.005615234375","2.985107421875","2.985107421875","2.985107421875"
"7157","2.999755859375","2.999755859375","2.999755859375","11.480712890625","11.480712890625","11.480712890625","3.011474609375","3.011474609375","3.011474609375","2.98974609375","2.98974609375","2.98974609375"
"7158","2.989990234375","2.989990234375","2.989990234375","","","","3.016845703125","3.016845703125","3.016845703125","2.994873046875","2.994873046875","2.994873046875"
"7159","2.974365234375","2.974365234375","2.974365234375","11.511474609375","11.511474609375","11.511474609375","3.0205078125","3.0205078125","3.0205078125","2.99267578125","2.99267578125","2.99267578125"
"7160","2.98095703125","2.98095703125","2.98095703125","11.51171875","11.51171875","11.51171875","3.00927734375","3.00927734375","3.00927734375","2.992431640625","2.992431640625","2.992431640625"
"7161","2.984619140625","2.984619140625","2.984619140625","11.521484375","11.521484375","11.521484375","3.020263671875","3.020263671875","3.020263671875","2.989501953125","2.989501953125","2.989501953125"
"7162","2.968017578125","2.968017578125","2.968017578125","11.553955078125","11.553955078125","11.553955078125","3.033203125","3.033203125","3.033203125","3.003173828125","3.003173828125","3.003173828125"
"7163","2.9541015625","2.9541015625","2.9541015625","11.515869140625","11.515869140625","11.515869140625","3.050048828125","3.050048828125","3.050048828125","2.99951171875","2.99951171875","2.99951171875"
"7164","2.953125","2.953125","2.953125","11.5107421875","11.5107421875","11.5107421875","3.048828125","3.048828125","3.048828125","3.01123046875","3.01123046875","3.01123046875"
"7165","2.943603515625","2.943603515625","2.943603515625","","","","3.047119140625","3.047119140625","3.047119140625","3.001953125","3.001953125","3.001953125"
"7166","2.93701171875","2.93701171875","2.93701171875","","","","3.060302734375","3.060302734375","3.060302734375","2.990234375","2.990234375","2.990234375"
"7167","2.92724609375","2.92724609375","2.92724609375","","","","3.06982421875","3.06982421875","3.06982421875","2.9833984375","2.9833984375","2.9833984375"
"7168","2.930908203125","2.930908203125","2.930908203125","11.515625","11.515625","11.515625","3.070068359375","3.070068359375","3.070068359375","2.981689453125","2.981689453125","2.981689453125"
"7169","2.937255859375","2.937255859375","2.937255859375","11.517333984375","11.517333984375","11.517333984375","3.052978515625","3.052978515625","3.052978515625","2.992431640625","2.992431640625","2.992431640625"
"7170","2.9453125","2.9453125","2.9453125","11.5146484375","11.5146484375","11.5146484375","3.08740234375","3.08740234375","3.08740234375","2.984619140625","2.984619140625","2.984619140625"
"7171","2.95751953125","2.95751953125","2.95751953125","11.53564453125","11.53564453125","11.53564453125","3.097412109375","3.097412109375","3.097412109375","2.971923828125","2.971923828125","2.971923828125"
"7172","2.9697265625","2.9697265625","2.9697265625","","","","3.114501953125","3.114501953125","3.114501953125","2.9580078125","2.9580078125","2.9580078125"
"7173","2.9814453125","2.9814453125","2.9814453125","11.55908203125","11.55908203125","11.55908203125","3.096923828125","3.096923828125","3.096923828125","2.97021484375","2.97021484375","2.97021484375"
"7174","2.980712890625","2.980712890625","2.980712890625","11.563232421875","11.563232421875","11.563232421875","3.10302734375","3.10302734375","3.10302734375","2.975341796875","2.975341796875","2.975341796875"
"7175","2.993896484375","2.993896484375","2.993896484375","11.51416015625","11.51416015625","11.51416015625","3.09814453125","3.09814453125","3.09814453125","2.9833984375","2.9833984375","2.9833984375"
"7176","2.99755859375","2.99755859375","2.99755859375","","","","3.090576171875","3.090576171875","3.090576171875","2.9833984375","2.9833984375","2.9833984375"
"7177","2.999267578125","2.999267578125","2.999267578125","11.500732421875","11.500732421875","11.500732421875","3.081787109375","3.081787109375","3.081787109375","2.9931640625","2.9931640625","2.9931640625"
"7178","2.991455078125","2.991455078125","2.991455078125","","","","3.08154296875","3.08154296875","3.08154296875","2.982177734375","2.982177734375","2.982177734375"
"7179","3.01318359375","3.01318359375","3.01318359375","11.543701171875","11.543701171875","11.543701171875","3.08251953125","3.08251953125","3.08251953125","2.9677734375","2.9677734375","2.9677734375"
"7180","3.02734375","3.02734375","3.02734375","","","","3.0654296875","3.0654296875","3.0654296875","2.970458984375","2.970458984375","2.970458984375"
"7181","3.0400390625","3.0400390625","3.0400390625","11.54638671875","11.54638671875","11.54638671875","3.069091796875","3.069091796875","3.069091796875","2.968505859375","2.968505859375","2.968505859375"
"7182","3.03515625","3.03515625","3.03515625","","","","3.085205078125","3.085205078125","3.085205078125","2.928466796875","2.928466796875","2.928466796875"
"7183","3.02001953125","3.02001953125","3.02001953125","11.578125","11.578125","11.578125","3.0869140625","3.0869140625","3.0869140625","2.941162109375","2.941162109375","2.941162109375"
"7184","3.0263671875","3.0263671875","3.0263671875","11.536865234375","11.536865234375","11.536865234375","3.09375","3.09375","3.09375","2.95751953125","2.95751953125","2.95751953125"
"7185","3.025634765625","3.025634765625","3.025634765625","11.5576171875","11.5576171875","11.5576171875","3.084716796875","3.084716796875","3.084716796875","2.95166015625","2.95166015625","2.95166015625"
"7186","3.02880859375","3.02880859375","3.02880859375","11.57421875","11.57421875","11.57421875","3.0927734375","3.0927734375","3.0927734375","2.96484375","2.96484375","2.96484375"
"7187","3.03515625","3.03515625","3.03515625","11.591796875","11.591796875","11.591796875","3.06396484375","3.06396484375","3.06396484375","2.971435546875","2.971435546875","2.971435546875"
"7188","3.024658203125","3.024658203125","3.024658203125","11.62548828125","11.62548828125","11.62548828125","3.077392578125","3.077392578125","3.077392578125","2.969482421875","2.969482421875","2.969482421875"
"7189","3.00927734375","3.00927734375","3.00927734375","","","","3.05322265625","3.05322265625","3.05322265625","2.9560546875","2.9560546875","2.9560546875"
"7190","2.990234375","2.990234375","2.990234375","11.640380859375","11.640380859375","11.640380859375","3.052734375","3.052734375","3.052734375","2.95166015625","2.95166015625","2.95166015625"
"7191","2.9794921875","2.9794921875","2.9794921875","11.65380859375","11.65380859375","11.65380859375","3.035400390625","3.035400390625","3.035400390625","2.96533203125","2.96533203125","2.96533203125"
"7192","2.98046875","2.98046875","2.98046875","","","","3.025390625","3.025390625","3.025390625","2.98388671875","2.98388671875","2.98388671875"
"7193","2.982666015625","2.982666015625","2.982666015625","11.6455078125","11.6455078125","11.6455078125","2.99658203125","2.99658203125","2.99658203125","2.98193359375","2.98193359375","2.98193359375"
"7194","2.969970703125","2.969970703125","2.969970703125","","","","2.9951171875","2.9951171875","2.9951171875","2.97412109375","2.97412109375","2.97412109375"
"7195","2.99169921875","2.99169921875","2.99169921875","","","","3.005615234375","3.005615234375","3.005615234375","2.960693359375","2.960693359375","2.960693359375"
"7196","3.008544921875","3.008544921875","3.008544921875","11.734130859375","11.734130859375","11.734130859375","3.020751953125","3.020751953125","3.020751953125","2.936767578125","2.936767578125","2.936767578125"
"7197","3.0009765625","3.0009765625","3.0009765625","","","","3.013427734375","3.013427734375","3.013427734375","2.941650390625","2.941650390625","2.941650390625"
"7198","3.017578125","3.017578125","3.017578125","11.73046875","11.73046875","11.73046875","3.03271484375","3.03271484375","3.03271484375","2.9345703125","2.9345703125","2.9345703125"
"7199","3.0263671875","3.0263671875","3.0263671875","11.701416015625","11.701416015625","11.701416015625","3.049560546875","3.049560546875","3.049560546875","2.938720703125","2.938720703125","2.938720703125"
"7200","3.01806640625","3.01806640625","3.01806640625","","","","3.068359375","3.068359375","3.068359375","2.93359375","2.93359375","2.93359375"
"7201","3.02587890625","3.02587890625","3.02587890625","11.758544921875","11.758544921875","11.758544921875","3.059814453125","3.059814453125","3.059814453125","2.90283203125","2.90283203125","2.90283203125"
"7202","3.00439453125","3.00439453125","3.00439453125","11.765625","11.765625","11.765625","3.056884765625","3.056884765625","3.056884765625","2.901611328125","2.901611328125","2.901611328125"
"7203","3.027587890625","3.027587890625","3.027587890625","11.782958984375","11.782958984375","11.782958984375","3.055419921875","3.055419921875","3.055419921875","2.901611328125","2.901611328125","2.901611328125"
"7204","3.02294921875","3.02294921875","3.02294921875","11.75537109375","11.75537109375","11.75537109375","3.069091796875","3.069091796875","3.069091796875","2.903076171875","2.903076171875","2.903076171875"
