"Step","00_ablation_policy_64_6789_24576envs_mixed_expl_learn_param_lf_1p_18_01_20h39m58s - successes/time","00_ablation_policy_64_6789_24576envs_mixed_expl_learn_param_lf_1p_18_01_20h39m58s - successes/time__MIN","00_ablation_policy_64_6789_24576envs_mixed_expl_learn_param_lf_1p_18_01_20h39m58s - successes/time__MAX","00_ablation_policy_64_98765_24576envs_mixed_expl_learn_param_lf_1p_18_01_20h38m57s - successes/time","00_ablation_policy_64_98765_24576envs_mixed_expl_learn_param_lf_1p_18_01_20h38m57s - successes/time__MIN","00_ablation_policy_64_98765_24576envs_mixed_expl_learn_param_lf_1p_18_01_20h38m57s - successes/time__MAX","00_ablation_policy_64_2023_24576envs_mixed_expl_learn_param_lf_1p_18_01_20h37m47s - successes/time","00_ablation_policy_64_2023_24576envs_mixed_expl_learn_param_lf_1p_18_01_20h37m47s - successes/time__MIN","00_ablation_policy_64_2023_24576envs_mixed_expl_learn_param_lf_1p_18_01_20h37m47s - successes/time__MAX","00_ablation_policy_64_12345_24576envs_mixed_expl_learn_param_lf_1p_18_01_20h36m21s - successes/time","00_ablation_policy_64_12345_24576envs_mixed_expl_learn_param_lf_1p_18_01_20h36m21s - successes/time__MIN","00_ablation_policy_64_12345_24576envs_mixed_expl_learn_param_lf_1p_18_01_20h36m21s - successes/time__MAX","00_ablation_policy_64_42_24576envs_mixed_expl_learn_param_lf_1p_18_01_20h34m08s - successes/time","00_ablation_policy_64_42_24576envs_mixed_expl_learn_param_lf_1p_18_01_20h34m08s - successes/time__MIN","00_ablation_policy_64_42_24576envs_mixed_expl_learn_param_lf_1p_18_01_20h34m08s - successes/time__MAX"
"2438","9.203125","9.203125","9.203125","8.953125","8.953125","8.953125","3.78125","3.78125","3.78125","9.0390625","9.0390625","9.0390625","7.763020992279053","7.763020992279053","7.763020992279053"
"2439","9.21875","9.21875","9.21875","8.947916984558105","8.947916984558105","8.947916984558105","3.8072917461395264","3.8072917461395264","3.8072917461395264","9.122396469116211","9.122396469116211","9.122396469116211","8.013021469116211","8.013021469116211","8.013021469116211"
"2440","9.276041984558105","9.276041984558105","9.276041984558105","","","","3.8307292461395264","3.8307292461395264","3.8307292461395264","","","","7.958333492279053","7.958333492279053","7.958333492279053"
"2441","","","","8.716146469116211","8.716146469116211","8.716146469116211","3.8671875","3.8671875","3.8671875","9.21875","9.21875","9.21875","7.9635419845581055","7.9635419845581055","7.9635419845581055"
"2442","","","","8.7890625","8.7890625","8.7890625","3.8723959922790527","3.8723959922790527","3.8723959922790527","9.25","9.25","9.25","","",""
"2443","9.549479484558105","9.549479484558105","9.549479484558105","","","","3.9244792461395264","3.9244792461395264","3.9244792461395264","9.322916984558105","9.322916984558105","9.322916984558105","7.9869794845581055","7.9869794845581055","7.9869794845581055"
"2444","9.489583969116211","9.489583969116211","9.489583969116211","8.713541984558105","8.713541984558105","8.713541984558105","3.8489584922790527","3.8489584922790527","3.8489584922790527","9.401041984558105","9.401041984558105","9.401041984558105","8.078125","8.078125","8.078125"
"2445","9.6015625","9.6015625","9.6015625","8.802083969116211","8.802083969116211","8.802083969116211","3.8411459922790527","3.8411459922790527","3.8411459922790527","","","","","",""
"2446","9.942708969116211","9.942708969116211","9.942708969116211","8.651041984558105","8.651041984558105","8.651041984558105","3.8619792461395264","3.8619792461395264","3.8619792461395264","9.3203125","9.3203125","9.3203125","8.0390625","8.0390625","8.0390625"
"2447","","","","8.809896469116211","8.809896469116211","8.809896469116211","3.8854167461395264","3.8854167461395264","3.8854167461395264","9.236979484558105","9.236979484558105","9.236979484558105","","",""
"2448","","","","8.869791984558105","8.869791984558105","8.869791984558105","","","","9.203125","9.203125","9.203125","7.984375","7.984375","7.984375"
"2449","","","","","","","3.8671875","3.8671875","3.8671875","9.203125","9.203125","9.203125","8.135416984558105","8.135416984558105","8.135416984558105"
"2450","","","","8.950521469116211","8.950521469116211","8.950521469116211","3.9192709922790527","3.9192709922790527","3.9192709922790527","9.484375","9.484375","9.484375","8.1640625","8.1640625","8.1640625"
"2451","","","","","","","3.9453125","3.9453125","3.9453125","9.486979484558105","9.486979484558105","9.486979484558105","","",""
"2452","10.049479484558105","10.049479484558105","10.049479484558105","9.125","9.125","9.125","4.0234375","4.0234375","4.0234375","9.3984375","9.3984375","9.3984375","","",""
"2453","10.09375","10.09375","10.09375","","","","3.9817709922790527","3.9817709922790527","3.9817709922790527","","","","8.098958969116211","8.098958969116211","8.098958969116211"
"2454","10","10","10","9.208333969116211","9.208333969116211","9.208333969116211","3.9010417461395264","3.9010417461395264","3.9010417461395264","","","","8.1328125","8.1328125","8.1328125"
"2455","10.010416984558105","10.010416984558105","10.010416984558105","9.278646469116211","9.278646469116211","9.278646469116211","3.9010417461395264","3.9010417461395264","3.9010417461395264","","","","8.0546875","8.0546875","8.0546875"
"2456","","","","9.328125","9.328125","9.328125","3.859375","3.859375","3.859375","9.075521469116211","9.075521469116211","9.075521469116211","8.03125","8.03125","8.03125"
"2457","","","","9.354166984558105","9.354166984558105","9.354166984558105","3.8072917461395264","3.8072917461395264","3.8072917461395264","9.044271469116211","9.044271469116211","9.044271469116211","7.9609375","7.9609375","7.9609375"
"2458","","","","","","","","","","","","","8.018229484558105","8.018229484558105","8.018229484558105"
"2459","9.375","9.375","9.375","9.2421875","9.2421875","9.2421875","3.8567709922790527","3.8567709922790527","3.8567709922790527","9.104166984558105","9.104166984558105","9.104166984558105","7.888020992279053","7.888020992279053","7.888020992279053"
"2460","","","","9.299479484558105","9.299479484558105","9.299479484558105","3.8203125","3.8203125","3.8203125","8.9296875","8.9296875","8.9296875","7.7421875","7.7421875","7.7421875"
"2461","","","","9.359375","9.359375","9.359375","3.8776042461395264","3.8776042461395264","3.8776042461395264","9.0078125","9.0078125","9.0078125","","",""
"2462","9.684896469116211","9.684896469116211","9.684896469116211","9.1484375","9.1484375","9.1484375","3.9166667461395264","3.9166667461395264","3.9166667461395264","8.880208969116211","8.880208969116211","8.880208969116211","","",""
"2463","9.611979484558105","9.611979484558105","9.611979484558105","","","","","","","8.893229484558105","8.893229484558105","8.893229484558105","7.848958492279053","7.848958492279053","7.848958492279053"
"2464","9.341146469116211","9.341146469116211","9.341146469116211","","","","3.8984375","3.8984375","3.8984375","8.955729484558105","8.955729484558105","8.955729484558105","7.841145992279053","7.841145992279053","7.841145992279053"
"2465","","","","8.809896469116211","8.809896469116211","8.809896469116211","3.8359375","3.8359375","3.8359375","","","","7.739583492279053","7.739583492279053","7.739583492279053"
"2466","9.408854484558105","9.408854484558105","9.408854484558105","8.817708969116211","8.817708969116211","8.817708969116211","","","","9.296875","9.296875","9.296875","7.6510419845581055","7.6510419845581055","7.6510419845581055"
"2467","9.5078125","9.5078125","9.5078125","","","","3.9166667461395264","3.9166667461395264","3.9166667461395264","9.3984375","9.3984375","9.3984375","7.734375","7.734375","7.734375"
"2468","9.604166984558105","9.604166984558105","9.604166984558105","","","","3.9010417461395264","3.9010417461395264","3.9010417461395264","9.390625","9.390625","9.390625","7.7265625","7.7265625","7.7265625"
"2469","9.768229484558105","9.768229484558105","9.768229484558105","","","","3.8645834922790527","3.8645834922790527","3.8645834922790527","9.583333969116211","9.583333969116211","9.583333969116211","7.765625","7.765625","7.765625"
"2470","","","","9.052083969116211","9.052083969116211","9.052083969116211","","","","9.802083969116211","9.802083969116211","9.802083969116211","","",""
"2471","9.927083969116211","9.927083969116211","9.927083969116211","","","","3.984375","3.984375","3.984375","9.7578125","9.7578125","9.7578125","7.5234375","7.5234375","7.5234375"
"2472","","","","9.0390625","9.0390625","9.0390625","","","","9.822916984558105","9.822916984558105","9.822916984558105","7.5338544845581055","7.5338544845581055","7.5338544845581055"
"2473","9.880208969116211","9.880208969116211","9.880208969116211","8.955729484558105","8.955729484558105","8.955729484558105","3.9895834922790527","3.9895834922790527","3.9895834922790527","","","","7.5104169845581055","7.5104169845581055","7.5104169845581055"
"2474","","","","9.026041984558105","9.026041984558105","9.026041984558105","4.0729169845581055","4.0729169845581055","4.0729169845581055","9.833333969116211","9.833333969116211","9.833333969116211","7.6119794845581055","7.6119794845581055","7.6119794845581055"
"2475","10.0703125","10.0703125","10.0703125","8.971354484558105","8.971354484558105","8.971354484558105","3.921875","3.921875","3.921875","9.934896469116211","9.934896469116211","9.934896469116211","7.536458492279053","7.536458492279053","7.536458492279053"
"2476","","","","","","","3.9765625","3.9765625","3.9765625","9.869791984558105","9.869791984558105","9.869791984558105","7.348958492279053","7.348958492279053","7.348958492279053"
"2477","","","","9.171875","9.171875","9.171875","3.9401042461395264","3.9401042461395264","3.9401042461395264","9.9140625","9.9140625","9.9140625","7.247395992279053","7.247395992279053","7.247395992279053"
"2478","10.3203125","10.3203125","10.3203125","9.205729484558105","9.205729484558105","9.205729484558105","3.9921875","3.9921875","3.9921875","","","","7.3854169845581055","7.3854169845581055","7.3854169845581055"
"2479","10.213541984558105","10.213541984558105","10.213541984558105","","","","3.984375","3.984375","3.984375","9.856771469116211","9.856771469116211","9.856771469116211","7.3463544845581055","7.3463544845581055","7.3463544845581055"
"2480","10.322916984558105","10.322916984558105","10.322916984558105","","","","4.0625","4.0625","4.0625","","","","","",""
"2481","","","","9.184896469116211","9.184896469116211","9.184896469116211","4.083333492279053","4.083333492279053","4.083333492279053","9.864583969116211","9.864583969116211","9.864583969116211","7.559895992279053","7.559895992279053","7.559895992279053"
"2482","10.1484375","10.1484375","10.1484375","9.354166984558105","9.354166984558105","9.354166984558105","4.109375","4.109375","4.109375","","","","7.6041669845581055","7.6041669845581055","7.6041669845581055"
"2483","","","","","","","4.145833492279053","4.145833492279053","4.145833492279053","","","","7.645833492279053","7.645833492279053","7.645833492279053"
"2484","","","","9.5859375","9.5859375","9.5859375","4.083333492279053","4.083333492279053","4.083333492279053","","","","7.630208492279053","7.630208492279053","7.630208492279053"
"2485","","","","9.596354484558105","9.596354484558105","9.596354484558105","4.1119794845581055","4.1119794845581055","4.1119794845581055","10.0625","10.0625","10.0625","7.5","7.5","7.5"
"2486","","","","","","","4.067708492279053","4.067708492279053","4.067708492279053","10.005208969116211","10.005208969116211","10.005208969116211","7.359375","7.359375","7.359375"
"2487","","","","","","","4.106770992279053","4.106770992279053","4.106770992279053","10.169271469116211","10.169271469116211","10.169271469116211","7.380208492279053","7.380208492279053","7.380208492279053"
"2488","","","","","","","","","","10.015625","10.015625","10.015625","7.434895992279053","7.434895992279053","7.434895992279053"
"2489","9.888021469116211","9.888021469116211","9.888021469116211","9.796875","9.796875","9.796875","4.1119794845581055","4.1119794845581055","4.1119794845581055","10.015625","10.015625","10.015625","7.2916669845581055","7.2916669845581055","7.2916669845581055"
"2490","9.888021469116211","9.888021469116211","9.888021469116211","9.666666984558105","9.666666984558105","9.666666984558105","4.161458492279053","4.161458492279053","4.161458492279053","9.872396469116211","9.872396469116211","9.872396469116211","7.4010419845581055","7.4010419845581055","7.4010419845581055"
"2491","9.8671875","9.8671875","9.8671875","9.791666984558105","9.791666984558105","9.791666984558105","4.216145992279053","4.216145992279053","4.216145992279053","","","","7.4296875","7.4296875","7.4296875"
"2492","9.666666984558105","9.666666984558105","9.666666984558105","9.895833969116211","9.895833969116211","9.895833969116211","4.138020992279053","4.138020992279053","4.138020992279053","9.848958969116211","9.848958969116211","9.848958969116211","7.375","7.375","7.375"
"2493","9.583333969116211","9.583333969116211","9.583333969116211","9.971354484558105","9.971354484558105","9.971354484558105","","","","","","","","",""
"2494","9.643229484558105","9.643229484558105","9.643229484558105","9.606771469116211","9.606771469116211","9.606771469116211","","","","9.752604484558105","9.752604484558105","9.752604484558105","7.5625","7.5625","7.5625"
"2495","9.666666984558105","9.666666984558105","9.666666984558105","9.625","9.625","9.625","3.9244792461395264","3.9244792461395264","3.9244792461395264","9.6640625","9.6640625","9.6640625","7.4869794845581055","7.4869794845581055","7.4869794845581055"
"2496","9.473958969116211","9.473958969116211","9.473958969116211","9.578125","9.578125","9.578125","3.90625","3.90625","3.90625","9.549479484558105","9.549479484558105","9.549479484558105","7.513020992279053","7.513020992279053","7.513020992279053"
"2497","9.4921875","9.4921875","9.4921875","9.609375","9.609375","9.609375","3.9557292461395264","3.9557292461395264","3.9557292461395264","","","","7.770833492279053","7.770833492279053","7.770833492279053"
"2498","9.638021469116211","9.638021469116211","9.638021469116211","9.515625","9.515625","9.515625","3.9088542461395264","3.9088542461395264","3.9088542461395264","9.822916984558105","9.822916984558105","9.822916984558105","7.8619794845581055","7.8619794845581055","7.8619794845581055"
"2499","","","","9.434896469116211","9.434896469116211","9.434896469116211","3.8567709922790527","3.8567709922790527","3.8567709922790527","","","","7.973958492279053","7.973958492279053","7.973958492279053"
"2500","9.809896469116211","9.809896469116211","9.809896469116211","","","","3.8567709922790527","3.8567709922790527","3.8567709922790527","9.635416984558105","9.635416984558105","9.635416984558105","","",""
"2501","9.825521469116211","9.825521469116211","9.825521469116211","9.484375","9.484375","9.484375","3.8463542461395264","3.8463542461395264","3.8463542461395264","9.591146469116211","9.591146469116211","9.591146469116211","8.135416984558105","8.135416984558105","8.135416984558105"
"2502","9.807291984558105","9.807291984558105","9.807291984558105","9.484375","9.484375","9.484375","","","","","","","8.1640625","8.1640625","8.1640625"
"2503","9.8125","9.8125","9.8125","9.502604484558105","9.502604484558105","9.502604484558105","3.9921875","3.9921875","3.9921875","9.549479484558105","9.549479484558105","9.549479484558105","8.1953125","8.1953125","8.1953125"
"2504","","","","","","","3.953125","3.953125","3.953125","9.5546875","9.5546875","9.5546875","","",""
"2505","","","","9.3828125","9.3828125","9.3828125","","","","9.518229484558105","9.518229484558105","9.518229484558105","8.260416984558105","8.260416984558105","8.260416984558105"
"2506","","","","","","","4.03125","4.03125","4.03125","9.630208969116211","9.630208969116211","9.630208969116211","8.161458969116211","8.161458969116211","8.161458969116211"
"2507","","","","9.494791984558105","9.494791984558105","9.494791984558105","4.0859375","4.0859375","4.0859375","","","","8.143229484558105","8.143229484558105","8.143229484558105"
"2508","9.958333969116211","9.958333969116211","9.958333969116211","9.486979484558105","9.486979484558105","9.486979484558105","4.1432294845581055","4.1432294845581055","4.1432294845581055","9.645833969116211","9.645833969116211","9.645833969116211","","",""
"2509","10.015625","10.015625","10.015625","","","","","","","","","","8.033854484558105","8.033854484558105","8.033854484558105"
"2510","","","","9.541666984558105","9.541666984558105","9.541666984558105","4.184895992279053","4.184895992279053","4.184895992279053","","","","","",""
"2511","10.075521469116211","10.075521469116211","10.075521469116211","9.4453125","9.4453125","9.4453125","","","","9.619791984558105","9.619791984558105","9.619791984558105","8.015625","8.015625","8.015625"
"2512","10.234375","10.234375","10.234375","9.434896469116211","9.434896469116211","9.434896469116211","4.0703125","4.0703125","4.0703125","9.6484375","9.6484375","9.6484375","7.984375","7.984375","7.984375"
"2513","10.2421875","10.2421875","10.2421875","","","","4.09375","4.09375","4.09375","","","","7.9010419845581055","7.9010419845581055","7.9010419845581055"
"2514","","","","","","","4.0651044845581055","4.0651044845581055","4.0651044845581055","9.645833969116211","9.645833969116211","9.645833969116211","","",""
"2515","10.182291984558105","10.182291984558105","10.182291984558105","9.6015625","9.6015625","9.6015625","4.020833492279053","4.020833492279053","4.020833492279053","9.638021469116211","9.638021469116211","9.638021469116211","7.921875","7.921875","7.921875"
"2516","10.109375","10.109375","10.109375","9.619791984558105","9.619791984558105","9.619791984558105","4.013020992279053","4.013020992279053","4.013020992279053","9.6953125","9.6953125","9.6953125","7.9296875","7.9296875","7.9296875"
"2517","10.174479484558105","10.174479484558105","10.174479484558105","","","","4.0234375","4.0234375","4.0234375","9.692708969116211","9.692708969116211","9.692708969116211","8.041666984558105","8.041666984558105","8.041666984558105"
"2518","10.231771469116211","10.231771469116211","10.231771469116211","9.643229484558105","9.643229484558105","9.643229484558105","4.106770992279053","4.106770992279053","4.106770992279053","9.752604484558105","9.752604484558105","9.752604484558105","","",""
"2519","","","","","","","4.067708492279053","4.067708492279053","4.067708492279053","","","","","",""
"2520","10.203125","10.203125","10.203125","","","","","","","","","","","",""
"2521","10.309896469116211","10.309896469116211","10.309896469116211","9.716146469116211","9.716146469116211","9.716146469116211","3.9270834922790527","3.9270834922790527","3.9270834922790527","9.6484375","9.6484375","9.6484375","","",""
"2522","10.356771469116211","10.356771469116211","10.356771469116211","9.591146469116211","9.591146469116211","9.591146469116211","3.8880209922790527","3.8880209922790527","3.8880209922790527","9.684896469116211","9.684896469116211","9.684896469116211","7.9765625","7.9765625","7.9765625"
"2523","","","","9.588541984558105","9.588541984558105","9.588541984558105","3.90625","3.90625","3.90625","9.716146469116211","9.716146469116211","9.716146469116211","7.8203125","7.8203125","7.8203125"
"2524","","","","","","","3.8333334922790527","3.8333334922790527","3.8333334922790527","9.747396469116211","9.747396469116211","9.747396469116211","8.174479484558105","8.174479484558105","8.174479484558105"
"2525","","","","9.364583969116211","9.364583969116211","9.364583969116211","3.8411459922790527","3.8411459922790527","3.8411459922790527","9.9296875","9.9296875","9.9296875","8.200521469116211","8.200521469116211","8.200521469116211"
"2526","","","","","","","","","","10.059896469116211","10.059896469116211","10.059896469116211","8.317708969116211","8.317708969116211","8.317708969116211"
"2527","10.255208969116211","10.255208969116211","10.255208969116211","9.364583969116211","9.364583969116211","9.364583969116211","3.8046875","3.8046875","3.8046875","9.934896469116211","9.934896469116211","9.934896469116211","","",""
"2528","10.182291984558105","10.182291984558105","10.182291984558105","","","","","","","9.877604484558105","9.877604484558105","9.877604484558105","","",""
"2529","","","","9.434896469116211","9.434896469116211","9.434896469116211","3.8125","3.8125","3.8125","9.901041984558105","9.901041984558105","9.901041984558105","8.25","8.25","8.25"
"2530","","","","9.572916984558105","9.572916984558105","9.572916984558105","3.796875","3.796875","3.796875","9.997396469116211","9.997396469116211","9.997396469116211","8.1875","8.1875","8.1875"
"2531","10.114583969116211","10.114583969116211","10.114583969116211","9.432291984558105","9.432291984558105","9.432291984558105","3.7760417461395264","3.7760417461395264","3.7760417461395264","10.028646469116211","10.028646469116211","10.028646469116211","8.15625","8.15625","8.15625"
"2532","10.096354484558105","10.096354484558105","10.096354484558105","9.341146469116211","9.341146469116211","9.341146469116211","","","","","","","8.190104484558105","8.190104484558105","8.190104484558105"
"2533","","","","","","","3.8567709922790527","3.8567709922790527","3.8567709922790527","9.994791984558105","9.994791984558105","9.994791984558105","8.278646469116211","8.278646469116211","8.278646469116211"
"2534","10.190104484558105","10.190104484558105","10.190104484558105","9.276041984558105","9.276041984558105","9.276041984558105","3.7604167461395264","3.7604167461395264","3.7604167461395264","9.908854484558105","9.908854484558105","9.908854484558105","8.296875","8.296875","8.296875"
"2535","10.247396469116211","10.247396469116211","10.247396469116211","9.330729484558105","9.330729484558105","9.330729484558105","","","","9.953125","9.953125","9.953125","8.033854484558105","8.033854484558105","8.033854484558105"
"2536","","","","9.765625","9.765625","9.765625","3.6848959922790527","3.6848959922790527","3.6848959922790527","9.8671875","9.8671875","9.8671875","8.044271469116211","8.044271469116211","8.044271469116211"
"2537","10.25","10.25","10.25","9.8125","9.8125","9.8125","3.7447917461395264","3.7447917461395264","3.7447917461395264","","","","7.9869794845581055","7.9869794845581055","7.9869794845581055"
"2538","10.302083969116211","10.302083969116211","10.302083969116211","9.802083969116211","9.802083969116211","9.802083969116211","3.8645834922790527","3.8645834922790527","3.8645834922790527","","","","7.96875","7.96875","7.96875"
"2539","10.330729484558105","10.330729484558105","10.330729484558105","9.903646469116211","9.903646469116211","9.903646469116211","","","","9.666666984558105","9.666666984558105","9.666666984558105","7.8359375","7.8359375","7.8359375"
"2540","10.403646469116211","10.403646469116211","10.403646469116211","9.875","9.875","9.875","3.9010417461395264","3.9010417461395264","3.9010417461395264","9.697916984558105","9.697916984558105","9.697916984558105","","",""
"2541","10.395833969116211","10.395833969116211","10.395833969116211","","","","3.9166667461395264","3.9166667461395264","3.9166667461395264","9.75","9.75","9.75","7.5807294845581055","7.5807294845581055","7.5807294845581055"
"2542","","","","","","","3.8489584922790527","3.8489584922790527","3.8489584922790527","9.65625","9.65625","9.65625","7.5625","7.5625","7.5625"
"2543","10.4375","10.4375","10.4375","9.549479484558105","9.549479484558105","9.549479484558105","3.8932292461395264","3.8932292461395264","3.8932292461395264","9.450521469116211","9.450521469116211","9.450521469116211","","",""
"2544","","","","9.671875","9.671875","9.671875","3.8802084922790527","3.8802084922790527","3.8802084922790527","9.622396469116211","9.622396469116211","9.622396469116211","7.5963544845581055","7.5963544845581055","7.5963544845581055"
"2545","10.223958969116211","10.223958969116211","10.223958969116211","9.598958969116211","9.598958969116211","9.598958969116211","3.8802084922790527","3.8802084922790527","3.8802084922790527","9.559896469116211","9.559896469116211","9.559896469116211","7.614583492279053","7.614583492279053","7.614583492279053"
"2546","10.252604484558105","10.252604484558105","10.252604484558105","","","","3.9192709922790527","3.9192709922790527","3.9192709922790527","9.450521469116211","9.450521469116211","9.450521469116211","7.578125","7.578125","7.578125"
"2547","10.2578125","10.2578125","10.2578125","9.557291984558105","9.557291984558105","9.557291984558105","3.8567709922790527","3.8567709922790527","3.8567709922790527","9.486979484558105","9.486979484558105","9.486979484558105","","",""
"2548","10.309896469116211","10.309896469116211","10.309896469116211","9.5390625","9.5390625","9.5390625","","","","9.463541984558105","9.463541984558105","9.463541984558105","7.6744794845581055","7.6744794845581055","7.6744794845581055"
"2549","","","","9.455729484558105","9.455729484558105","9.455729484558105","","","","","","","7.6171875","7.6171875","7.6171875"
"2550","10.333333969116211","10.333333969116211","10.333333969116211","","","","3.9713542461395264","3.9713542461395264","3.9713542461395264","9.583333969116211","9.583333969116211","9.583333969116211","7.6510419845581055","7.6510419845581055","7.6510419845581055"
"2551","","","","9.466146469116211","9.466146469116211","9.466146469116211","3.9973959922790527","3.9973959922790527","3.9973959922790527","9.403646469116211","9.403646469116211","9.403646469116211","7.6796875","7.6796875","7.6796875"
"2552","10.1953125","10.1953125","10.1953125","9.2265625","9.2265625","9.2265625","4.013020992279053","4.013020992279053","4.013020992279053","9.40625","9.40625","9.40625","","",""
"2553","10.309896469116211","10.309896469116211","10.309896469116211","9.252604484558105","9.252604484558105","9.252604484558105","","","","","","","7.625","7.625","7.625"
"2554","10.299479484558105","10.299479484558105","10.299479484558105","9.333333969116211","9.333333969116211","9.333333969116211","","","","9.3828125","9.3828125","9.3828125","7.640625","7.640625","7.640625"
"2555","10.354166984558105","10.354166984558105","10.354166984558105","","","","4.0260419845581055","4.0260419845581055","4.0260419845581055","9.395833969116211","9.395833969116211","9.395833969116211","7.46875","7.46875","7.46875"
"2556","","","","","","","4.013020992279053","4.013020992279053","4.013020992279053","","","","7.3671875","7.3671875","7.3671875"
"2557","","","","9.361979484558105","9.361979484558105","9.361979484558105","4.0416669845581055","4.0416669845581055","4.0416669845581055","","","","7.2604169845581055","7.2604169845581055","7.2604169845581055"
"2558","","","","","","","4.0416669845581055","4.0416669845581055","4.0416669845581055","","","","7.091145992279053","7.091145992279053","7.091145992279053"
"2559","","","","9.716146469116211","9.716146469116211","9.716146469116211","4.083333492279053","4.083333492279053","4.083333492279053","","","","7.125","7.125","7.125"
"2560","","","","9.6640625","9.6640625","9.6640625","","","","9.135416984558105","9.135416984558105","9.135416984558105","7.286458492279053","7.286458492279053","7.286458492279053"
"2561","10.270833969116211","10.270833969116211","10.270833969116211","9.75","9.75","9.75","4.046875","4.046875","4.046875","","","","","",""
"2562","10.1328125","10.1328125","10.1328125","","","","4.0026044845581055","4.0026044845581055","4.0026044845581055","9.0703125","9.0703125","9.0703125","7.5104169845581055","7.5104169845581055","7.5104169845581055"
"2563","","","","","","","3.9036459922790527","3.9036459922790527","3.9036459922790527","","","","7.317708492279053","7.317708492279053","7.317708492279053"
"2564","10.213541984558105","10.213541984558105","10.213541984558105","","","","3.9609375","3.9609375","3.9609375","","","","7.2682294845581055","7.2682294845581055","7.2682294845581055"
"2565","","","","10.049479484558105","10.049479484558105","10.049479484558105","4.005208492279053","4.005208492279053","4.005208492279053","9.078125","9.078125","9.078125","7.208333492279053","7.208333492279053","7.208333492279053"
"2566","10.130208969116211","10.130208969116211","10.130208969116211","10.127604484558105","10.127604484558105","10.127604484558105","","","","9.036458969116211","9.036458969116211","9.036458969116211","7.302083492279053","7.302083492279053","7.302083492279053"
"2567","10.294271469116211","10.294271469116211","10.294271469116211","","","","4.192708492279053","4.192708492279053","4.192708492279053","","","","7.294270992279053","7.294270992279053","7.294270992279053"
"2568","","","","9.911458969116211","9.911458969116211","9.911458969116211","","","","9.057291984558105","9.057291984558105","9.057291984558105","7.208333492279053","7.208333492279053","7.208333492279053"
"2569","10.434896469116211","10.434896469116211","10.434896469116211","9.958333969116211","9.958333969116211","9.958333969116211","4.25","4.25","4.25","","","","7.302083492279053","7.302083492279053","7.302083492279053"
"2570","","","","10.122396469116211","10.122396469116211","10.122396469116211","4.239583492279053","4.239583492279053","4.239583492279053","9.28125","9.28125","9.28125","7.372395992279053","7.372395992279053","7.372395992279053"
"2571","","","","10.138021469116211","10.138021469116211","10.138021469116211","4.239583492279053","4.239583492279053","4.239583492279053","","","","","",""
"2572","","","","","","","4.239583492279053","4.239583492279053","4.239583492279053","","","","7.395833492279053","7.395833492279053","7.395833492279053"
"2573","","","","10.255208969116211","10.255208969116211","10.255208969116211","4.28125","4.28125","4.28125","8.997396469116211","8.997396469116211","8.997396469116211","7.5078125","7.5078125","7.5078125"
"2574","10.158854484558105","10.158854484558105","10.158854484558105","","","","4.177083492279053","4.177083492279053","4.177083492279053","8.950521469116211","8.950521469116211","8.950521469116211","","",""
"2575","","","","10.0859375","10.0859375","10.0859375","4.247395992279053","4.247395992279053","4.247395992279053","8.927083969116211","8.927083969116211","8.927083969116211","7.536458492279053","7.536458492279053","7.536458492279053"
"2576","","","","10.244791984558105","10.244791984558105","10.244791984558105","4.2604169845581055","4.2604169845581055","4.2604169845581055","9.075521469116211","9.075521469116211","9.075521469116211","7.6276044845581055","7.6276044845581055","7.6276044845581055"
"2577","","","","10.2421875","10.2421875","10.2421875","4.1953125","4.1953125","4.1953125","","","","7.6171875","7.6171875","7.6171875"
"2578","10.5234375","10.5234375","10.5234375","10.197916984558105","10.197916984558105","10.197916984558105","4.140625","4.140625","4.140625","9.161458969116211","9.161458969116211","9.161458969116211","7.473958492279053","7.473958492279053","7.473958492279053"
"2579","10.494791984558105","10.494791984558105","10.494791984558105","","","","4.1744794845581055","4.1744794845581055","4.1744794845581055","","","","7.4401044845581055","7.4401044845581055","7.4401044845581055"
"2580","","","","10.265625","10.265625","10.265625","4.2526044845581055","4.2526044845581055","4.2526044845581055","","","","7.484375","7.484375","7.484375"
"2581","","","","","","","4.1588544845581055","4.1588544845581055","4.1588544845581055","9.0234375","9.0234375","9.0234375","7.4765625","7.4765625","7.4765625"
"2582","","","","10.0546875","10.0546875","10.0546875","4.109375","4.109375","4.109375","9.002604484558105","9.002604484558105","9.002604484558105","7.341145992279053","7.341145992279053","7.341145992279053"
"2583","10.6796875","10.6796875","10.6796875","","","","4.098958492279053","4.098958492279053","4.098958492279053","8.963541984558105","8.963541984558105","8.963541984558105","7.2447919845581055","7.2447919845581055","7.2447919845581055"
"2584","","","","9.953125","9.953125","9.953125","4.1796875","4.1796875","4.1796875","9.0234375","9.0234375","9.0234375","","",""
"2585","10.6328125","10.6328125","10.6328125","","","","4.0078125","4.0078125","4.0078125","9.1796875","9.1796875","9.1796875","7.328125","7.328125","7.328125"
"2586","10.744791984558105","10.744791984558105","10.744791984558105","9.9296875","9.9296875","9.9296875","","","","9.2109375","9.2109375","9.2109375","7.3307294845581055","7.3307294845581055","7.3307294845581055"
"2587","","","","","","","4.15625","4.15625","4.15625","9.395833969116211","9.395833969116211","9.395833969116211","","",""
