"Step","00_ablation_policy_16_98765_24576envs_mixed_expl_learn_param_lf_1p_18_01_21h20m20s - successes/time","00_ablation_policy_16_98765_24576envs_mixed_expl_learn_param_lf_1p_18_01_21h20m20s - successes/time__MIN","00_ablation_policy_16_98765_24576envs_mixed_expl_learn_param_lf_1p_18_01_21h20m20s - successes/time__MAX","00_ablation_policy_16_2023_24576envs_mixed_expl_learn_param_lf_1p_18_01_21h16m51s - successes/time","00_ablation_policy_16_2023_24576envs_mixed_expl_learn_param_lf_1p_18_01_21h16m51s - successes/time__MIN","00_ablation_policy_16_2023_24576envs_mixed_expl_learn_param_lf_1p_18_01_21h16m51s - successes/time__MAX","00_ablation_policy_16_12345_24576envs_mixed_expl_learn_param_lf_1p_18_01_21h15m13s - successes/time","00_ablation_policy_16_12345_24576envs_mixed_expl_learn_param_lf_1p_18_01_21h15m13s - successes/time__MIN","00_ablation_policy_16_12345_24576envs_mixed_expl_learn_param_lf_1p_18_01_21h15m13s - successes/time__MAX","00_ablation_policy_16_42_24576envs_mixed_expl_learn_param_lf_1p_18_01_21h14m14s - successes/time","00_ablation_policy_16_42_24576envs_mixed_expl_learn_param_lf_1p_18_01_21h14m14s - successes/time__MIN","00_ablation_policy_16_42_24576envs_mixed_expl_learn_param_lf_1p_18_01_21h14m14s - successes/time__MAX"
"8277","","","","13.342448234558105","13.342448234558105","13.342448234558105","","","","","",""
"8278","12.580729484558105","12.580729484558105","12.580729484558105","13.285807609558105","13.285807609558105","13.285807609558105","8.5625","8.5625","8.5625","7.943359375","7.943359375","7.943359375"
"8279","","","","","","","8.514323234558105","8.514323234558105","8.514323234558105","7.982421875","7.982421875","7.982421875"
"8280","12.66796875","12.66796875","12.66796875","13.194662094116211","13.194662094116211","13.194662094116211","8.503255844116211","8.503255844116211","8.503255844116211","7.984375","7.984375","7.984375"
"8281","12.740885734558105","12.740885734558105","12.740885734558105","13.328125","13.328125","13.328125","8.565104484558105","8.565104484558105","8.565104484558105","7.9850263595581055","7.9850263595581055","7.9850263595581055"
"8282","","","","13.26953125","13.26953125","13.26953125","8.509765625","8.509765625","8.509765625","","",""
"8283","","","","13.3125","13.3125","13.3125","8.490234375","8.490234375","8.490234375","8.102865219116211","8.102865219116211","8.102865219116211"
"8284","12.873698234558105","12.873698234558105","12.873698234558105","13.287760734558105","13.287760734558105","13.287760734558105","","","","8.104166984558105","8.104166984558105","8.104166984558105"
"8285","12.873046875","12.873046875","12.873046875","13.326171875","13.326171875","13.326171875","8.448568344116211","8.448568344116211","8.448568344116211","8.077474594116211","8.077474594116211","8.077474594116211"
"8286","12.94140625","12.94140625","12.94140625","13.353515625","13.353515625","13.353515625","8.4453125","8.4453125","8.4453125","8.10546875","8.10546875","8.10546875"
"8287","12.901041984558105","12.901041984558105","12.901041984558105","13.37890625","13.37890625","13.37890625","","","","8.010416984558105","8.010416984558105","8.010416984558105"
"8288","","","","13.440755844116211","13.440755844116211","13.440755844116211","8.498698234558105","8.498698234558105","8.498698234558105","","",""
"8289","13.021484375","13.021484375","13.021484375","13.506510734558105","13.506510734558105","13.506510734558105","","","","","",""
"8290","13.026041984558105","13.026041984558105","13.026041984558105","13.58203125","13.58203125","13.58203125","","","","7.970052242279053","7.970052242279053","7.970052242279053"
"8291","12.9921875","12.9921875","12.9921875","13.592448234558105","13.592448234558105","13.592448234558105","8.563802719116211","8.563802719116211","8.563802719116211","","",""
"8292","13.033203125","13.033203125","13.033203125","","","","","","","8.013021469116211","8.013021469116211","8.013021469116211"
"8293","13.046224594116211","13.046224594116211","13.046224594116211","13.608724594116211","13.608724594116211","13.608724594116211","","","","8.078776359558105","8.078776359558105","8.078776359558105"
"8294","13.083984375","13.083984375","13.083984375","13.525390625","13.525390625","13.525390625","8.564453125","8.564453125","8.564453125","8.090495109558105","8.090495109558105","8.090495109558105"
"8295","13.049479484558105","13.049479484558105","13.049479484558105","13.592448234558105","13.592448234558105","13.592448234558105","8.594401359558105","8.594401359558105","8.594401359558105","","",""
"8296","12.9765625","12.9765625","12.9765625","","","","8.649740219116211","8.649740219116211","8.649740219116211","8.075521469116211","8.075521469116211","8.075521469116211"
"8297","","","","13.530599594116211","13.530599594116211","13.530599594116211","8.690755844116211","8.690755844116211","8.690755844116211","8.051432609558105","8.051432609558105","8.051432609558105"
"8298","","","","","","","8.618490219116211","8.618490219116211","8.618490219116211","8.042318344116211","8.042318344116211","8.042318344116211"
"8299","13.061849594116211","13.061849594116211","13.061849594116211","","","","8.653646469116211","8.653646469116211","8.653646469116211","8.048177719116211","8.048177719116211","8.048177719116211"
"8300","13.039713859558105","13.039713859558105","13.039713859558105","","","","8.672526359558105","8.672526359558105","8.672526359558105","","",""
"8301","","","","13.689453125","13.689453125","13.689453125","8.62890625","8.62890625","8.62890625","","",""
"8302","","","","13.665365219116211","13.665365219116211","13.665365219116211","8.649740219116211","8.649740219116211","8.649740219116211","8.005859375","8.005859375","8.005859375"
"8303","","","","13.587240219116211","13.587240219116211","13.587240219116211","","","","8.016276359558105","8.016276359558105","8.016276359558105"
"8304","12.986328125","12.986328125","12.986328125","","","","","","","8.043620109558105","8.043620109558105","8.043620109558105"
"8305","13.026693344116211","13.026693344116211","13.026693344116211","13.581380844116211","13.581380844116211","13.581380844116211","","","","8.059245109558105","8.059245109558105","8.059245109558105"
"8306","","","","13.50390625","13.50390625","13.50390625","8.731771469116211","8.731771469116211","8.731771469116211","7.9889326095581055","7.9889326095581055","7.9889326095581055"
"8307","13.065755844116211","13.065755844116211","13.065755844116211","13.490234375","13.490234375","13.490234375","8.740885734558105","8.740885734558105","8.740885734558105","7.97265625","7.97265625","7.97265625"
"8308","12.98828125","12.98828125","12.98828125","13.48828125","13.48828125","13.48828125","8.643880844116211","8.643880844116211","8.643880844116211","7.993489742279053","7.993489742279053","7.993489742279053"
"8310","13.0546875","13.0546875","13.0546875","13.518229484558105","13.518229484558105","13.518229484558105","","","","8.138671875","8.138671875","8.138671875"
"8311","","","","13.508463859558105","13.508463859558105","13.508463859558105","","","","8.149088859558105","8.149088859558105","8.149088859558105"
"8312","","","","13.530599594116211","13.530599594116211","13.530599594116211","8.647135734558105","8.647135734558105","8.647135734558105","8.219401359558105","8.219401359558105","8.219401359558105"
"8313","13.152995109558105","13.152995109558105","13.152995109558105","13.473307609558105","13.473307609558105","13.473307609558105","","","","","",""
"8314","13.182291984558105","13.182291984558105","13.182291984558105","13.513021469116211","13.513021469116211","13.513021469116211","8.585287094116211","8.585287094116211","8.585287094116211","8.266927719116211","8.266927719116211","8.266927719116211"
"8315","","","","","","","8.654948234558105","8.654948234558105","8.654948234558105","8.33203125","8.33203125","8.33203125"
"8316","13.182943344116211","13.182943344116211","13.182943344116211","13.570963859558105","13.570963859558105","13.570963859558105","","","","8.356771469116211","8.356771469116211","8.356771469116211"
"8317","","","","13.51953125","13.51953125","13.51953125","8.580078125","8.580078125","8.580078125","8.3359375","8.3359375","8.3359375"
"8318","13.2265625","13.2265625","13.2265625","13.514323234558105","13.514323234558105","13.514323234558105","","","","8.322265625","8.322265625","8.322265625"
"8319","13.166015625","13.166015625","13.166015625","13.583984375","13.583984375","13.583984375","8.598958969116211","8.598958969116211","8.598958969116211","8.326171875","8.326171875","8.326171875"
"8320","13.235026359558105","13.235026359558105","13.235026359558105","","","","","","","","",""
"8321","13.313151359558105","13.313151359558105","13.313151359558105","13.569010734558105","13.569010734558105","13.569010734558105","","","","8.392578125","8.392578125","8.392578125"
"8322","13.258463859558105","13.258463859558105","13.258463859558105","13.453776359558105","13.453776359558105","13.453776359558105","","","","8.427734375","8.427734375","8.427734375"
"8323","","","","13.528646469116211","13.528646469116211","13.528646469116211","8.446615219116211","8.446615219116211","8.446615219116211","8.4296875","8.4296875","8.4296875"
"8324","13.266927719116211","13.266927719116211","13.266927719116211","13.567708969116211","13.567708969116211","13.567708969116211","8.424479484558105","8.424479484558105","8.424479484558105","8.447916984558105","8.447916984558105","8.447916984558105"
"8325","","","","","","","8.365885734558105","8.365885734558105","8.365885734558105","8.447916984558105","8.447916984558105","8.447916984558105"
"8326","13.317057609558105","13.317057609558105","13.317057609558105","13.470052719116211","13.470052719116211","13.470052719116211","8.3515625","8.3515625","8.3515625","","",""
"8327","","","","13.439453125","13.439453125","13.439453125","","","","8.4375","8.4375","8.4375"
"8328","13.358724594116211","13.358724594116211","13.358724594116211","13.457682609558105","13.457682609558105","13.457682609558105","8.333333969116211","8.333333969116211","8.333333969116211","8.412109375","8.412109375","8.412109375"
"8329","13.381510734558105","13.381510734558105","13.381510734558105","","","","8.336588859558105","8.336588859558105","8.336588859558105","","",""
"8330","13.447916984558105","13.447916984558105","13.447916984558105","13.405599594116211","13.405599594116211","13.405599594116211","","","","8.356120109558105","8.356120109558105","8.356120109558105"
"8331","","","","","","","8.295573234558105","8.295573234558105","8.295573234558105","","",""
"8332","13.416666984558105","13.416666984558105","13.416666984558105","13.287760734558105","13.287760734558105","13.287760734558105","8.274088859558105","8.274088859558105","8.274088859558105","8.361328125","8.361328125","8.361328125"
"8334","13.384115219116211","13.384115219116211","13.384115219116211","13.232421875","13.232421875","13.232421875","8.272787094116211","8.272787094116211","8.272787094116211","8.311198234558105","8.311198234558105","8.311198234558105"
"8335","13.434245109558105","13.434245109558105","13.434245109558105","13.274740219116211","13.274740219116211","13.274740219116211","8.325521469116211","8.325521469116211","8.325521469116211","8.283203125","8.283203125","8.283203125"
"8336","13.4609375","13.4609375","13.4609375","13.229818344116211","13.229818344116211","13.229818344116211","8.381510734558105","8.381510734558105","8.381510734558105","","",""
"8337","13.469401359558105","13.469401359558105","13.469401359558105","13.236979484558105","13.236979484558105","13.236979484558105","","","","","",""
"8338","","","","13.287109375","13.287109375","13.287109375","8.376302719116211","8.376302719116211","8.376302719116211","8.231120109558105","8.231120109558105","8.231120109558105"
"8339","13.457682609558105","13.457682609558105","13.457682609558105","13.299479484558105","13.299479484558105","13.299479484558105","","","","8.138671875","8.138671875","8.138671875"
"8340","13.539713859558105","13.539713859558105","13.539713859558105","","","","8.320963859558105","8.320963859558105","8.320963859558105","8.152995109558105","8.152995109558105","8.152995109558105"
"8341","13.60546875","13.60546875","13.60546875","13.30859375","13.30859375","13.30859375","8.376953125","8.376953125","8.376953125","8.216796875","8.216796875","8.216796875"
"8342","","","","","","","8.375","8.375","8.375","8.193359375","8.193359375","8.193359375"
"8343","13.529948234558105","13.529948234558105","13.529948234558105","13.505208969116211","13.505208969116211","13.505208969116211","8.373046875","8.373046875","8.373046875","8.1328125","8.1328125","8.1328125"
"8344","13.584635734558105","13.584635734558105","13.584635734558105","13.482421875","13.482421875","13.482421875","8.358724594116211","8.358724594116211","8.358724594116211","8.134115219116211","8.134115219116211","8.134115219116211"
"8345","","","","13.517578125","13.517578125","13.517578125","8.404296875","8.404296875","8.404296875","","",""
"8346","13.703776359558105","13.703776359558105","13.703776359558105","13.576823234558105","13.576823234558105","13.576823234558105","8.440104484558105","8.440104484558105","8.440104484558105","","",""
"8347","13.717448234558105","13.717448234558105","13.717448234558105","13.614583969116211","13.614583969116211","13.614583969116211","","","","8.139974594116211","8.139974594116211","8.139974594116211"
"8348","13.711588859558105","13.711588859558105","13.711588859558105","13.58203125","13.58203125","13.58203125","","","","8.100912094116211","8.100912094116211","8.100912094116211"
"8349","13.751302719116211","13.751302719116211","13.751302719116211","13.563802719116211","13.563802719116211","13.563802719116211","8.446615219116211","8.446615219116211","8.446615219116211","8.138671875","8.138671875","8.138671875"
"8350","","","","13.692057609558105","13.692057609558105","13.692057609558105","8.401041984558105","8.401041984558105","8.401041984558105","8.147787094116211","8.147787094116211","8.147787094116211"
"8351","13.651041984558105","13.651041984558105","13.651041984558105","13.783854484558105","13.783854484558105","13.783854484558105","8.475912094116211","8.475912094116211","8.475912094116211","8.203776359558105","8.203776359558105","8.203776359558105"
"8352","","","","13.734375","13.734375","13.734375","8.440104484558105","8.440104484558105","8.440104484558105","","",""
"8353","","","","13.7734375","13.7734375","13.7734375","8.470703125","8.470703125","8.470703125","","",""
"8354","13.817708969116211","13.817708969116211","13.817708969116211","","","","8.454427719116211","8.454427719116211","8.454427719116211","","",""
"8355","","","","13.811849594116211","13.811849594116211","13.811849594116211","8.490234375","8.490234375","8.490234375","8.307291984558105","8.307291984558105","8.307291984558105"
"8356","13.768229484558105","13.768229484558105","13.768229484558105","13.867838859558105","13.867838859558105","13.867838859558105","8.465495109558105","8.465495109558105","8.465495109558105","8.261068344116211","8.261068344116211","8.261068344116211"
"8357","13.734375","13.734375","13.734375","13.876302719116211","13.876302719116211","13.876302719116211","","","","","",""
"8358","13.779948234558105","13.779948234558105","13.779948234558105","13.890625","13.890625","13.890625","","","","8.258463859558105","8.258463859558105","8.258463859558105"
"8359","13.768229484558105","13.768229484558105","13.768229484558105","13.900390625","13.900390625","13.900390625","8.395182609558105","8.395182609558105","8.395182609558105","8.212240219116211","8.212240219116211","8.212240219116211"
"8360","13.850260734558105","13.850260734558105","13.850260734558105","","","","","","","8.208984375","8.208984375","8.208984375"
"8361","13.895182609558105","13.895182609558105","13.895182609558105","13.993490219116211","13.993490219116211","13.993490219116211","","","","","",""
"8362","13.8125","13.8125","13.8125","14.060546875","14.060546875","14.060546875","8.472005844116211","8.472005844116211","8.472005844116211","8.266927719116211","8.266927719116211","8.266927719116211"
"8363","13.742838859558105","13.742838859558105","13.742838859558105","","","","8.478515625","8.478515625","8.478515625","8.272787094116211","8.272787094116211","8.272787094116211"
"8364","13.740885734558105","13.740885734558105","13.740885734558105","14.110677719116211","14.110677719116211","14.110677719116211","8.567708969116211","8.567708969116211","8.567708969116211","8.330729484558105","8.330729484558105","8.330729484558105"
"8365","","","","14.083333969116211","14.083333969116211","14.083333969116211","","","","","",""
"8366","13.739583969116211","13.739583969116211","13.739583969116211","14.001953125","14.001953125","14.001953125","8.5546875","8.5546875","8.5546875","8.263021469116211","8.263021469116211","8.263021469116211"
"8367","13.736328125","13.736328125","13.736328125","","","","8.564453125","8.564453125","8.564453125","8.275390625","8.275390625","8.275390625"
"8368","13.741537094116211","13.741537094116211","13.741537094116211","","","","8.6015625","8.6015625","8.6015625","8.287109375","8.287109375","8.287109375"
"8369","13.690104484558105","13.690104484558105","13.690104484558105","","","","8.6328125","8.6328125","8.6328125","8.283854484558105","8.283854484558105","8.283854484558105"
"8370","","","","14.227213859558105","14.227213859558105","14.227213859558105","8.62109375","8.62109375","8.62109375","8.253255844116211","8.253255844116211","8.253255844116211"
"8371","13.676432609558105","13.676432609558105","13.676432609558105","14.205078125","14.205078125","14.205078125","","","","8.223958969116211","8.223958969116211","8.223958969116211"
"8372","","","","14.149088859558105","14.149088859558105","14.149088859558105","8.537760734558105","8.537760734558105","8.537760734558105","","",""
"8373","13.65625","13.65625","13.65625","","","","8.524088859558105","8.524088859558105","8.524088859558105","8.166666984558105","8.166666984558105","8.166666984558105"
"8374","13.643229484558105","13.643229484558105","13.643229484558105","","","","","","","8.159505844116211","8.159505844116211","8.159505844116211"
"8375","13.621745109558105","13.621745109558105","13.621745109558105","14.306640625","14.306640625","14.306640625","8.595703125","8.595703125","8.595703125","","",""
"8376","13.588541984558105","13.588541984558105","13.588541984558105","14.335287094116211","14.335287094116211","14.335287094116211","8.623698234558105","8.623698234558105","8.623698234558105","","",""
"8377","13.579427719116211","13.579427719116211","13.579427719116211","14.241537094116211","14.241537094116211","14.241537094116211","8.686849594116211","8.686849594116211","8.686849594116211","8.349609375","8.349609375","8.349609375"
"8378","13.46875","13.46875","13.46875","","","","","","","8.33984375","8.33984375","8.33984375"
"8379","","","","14.233073234558105","14.233073234558105","14.233073234558105","","","","8.354818344116211","8.354818344116211","8.354818344116211"
"8380","13.462240219116211","13.462240219116211","13.462240219116211","14.225260734558105","14.225260734558105","14.225260734558105","8.682943344116211","8.682943344116211","8.682943344116211","","",""
"8381","13.49609375","13.49609375","13.49609375","14.222005844116211","14.222005844116211","14.222005844116211","","","","8.376953125","8.376953125","8.376953125"
"8382","13.573568344116211","13.573568344116211","13.573568344116211","14.18359375","14.18359375","14.18359375","8.711588859558105","8.711588859558105","8.711588859558105","8.399740219116211","8.399740219116211","8.399740219116211"
"8383","","","","14.192708969116211","14.192708969116211","14.192708969116211","8.681640625","8.681640625","8.681640625","8.384115219116211","8.384115219116211","8.384115219116211"
"8384","13.596354484558105","13.596354484558105","13.596354484558105","14.17578125","14.17578125","14.17578125","8.73046875","8.73046875","8.73046875","8.391276359558105","8.391276359558105","8.391276359558105"
"8385","13.567708969116211","13.567708969116211","13.567708969116211","14.248046875","14.248046875","14.248046875","","","","8.399740219116211","8.399740219116211","8.399740219116211"
"8386","13.49609375","13.49609375","13.49609375","14.319662094116211","14.319662094116211","14.319662094116211","","","","8.401693344116211","8.401693344116211","8.401693344116211"
"8387","","","","14.341146469116211","14.341146469116211","14.341146469116211","8.717448234558105","8.717448234558105","8.717448234558105","","",""
"8388","","","","14.317057609558105","14.317057609558105","14.317057609558105","8.791666984558105","8.791666984558105","8.791666984558105","8.485677719116211","8.485677719116211","8.485677719116211"
"8389","","","","","","","8.800130844116211","8.800130844116211","8.800130844116211","8.491537094116211","8.491537094116211","8.491537094116211"
"8390","13.506510734558105","13.506510734558105","13.506510734558105","14.34765625","14.34765625","14.34765625","8.830078125","8.830078125","8.830078125","8.547526359558105","8.547526359558105","8.547526359558105"
"8391","13.589193344116211","13.589193344116211","13.589193344116211","","","","8.919921875","8.919921875","8.919921875","8.533203125","8.533203125","8.533203125"
"8392","","","","14.244791984558105","14.244791984558105","14.244791984558105","8.947916984558105","8.947916984558105","8.947916984558105","8.544921875","8.544921875","8.544921875"
"8393","13.526693344116211","13.526693344116211","13.526693344116211","14.224609375","14.224609375","14.224609375","8.929037094116211","8.929037094116211","8.929037094116211","","",""
"8394","13.615885734558105","13.615885734558105","13.615885734558105","14.207682609558105","14.207682609558105","14.207682609558105","8.901041984558105","8.901041984558105","8.901041984558105","8.5546875","8.5546875","8.5546875"
"8395","","","","","","","8.895833969116211","8.895833969116211","8.895833969116211","8.516276359558105","8.516276359558105","8.516276359558105"
"8396","","","","14.242838859558105","14.242838859558105","14.242838859558105","","","","8.479166984558105","8.479166984558105","8.479166984558105"
"8397","13.695963859558105","13.695963859558105","13.695963859558105","14.233724594116211","14.233724594116211","14.233724594116211","","","","8.561849594116211","8.561849594116211","8.561849594116211"
"8398","","","","14.3046875","14.3046875","14.3046875","","","","","",""
"8399","13.746745109558105","13.746745109558105","13.746745109558105","14.304037094116211","14.304037094116211","14.304037094116211","9.074870109558105","9.074870109558105","9.074870109558105","","",""
"8400","","","","14.3828125","14.3828125","14.3828125","","","","8.543620109558105","8.543620109558105","8.543620109558105"
"8401","","","","14.40625","14.40625","14.40625","","","","8.551432609558105","8.551432609558105","8.551432609558105"
"8402","","","","14.399740219116211","14.399740219116211","14.399740219116211","9.0703125","9.0703125","9.0703125","8.571615219116211","8.571615219116211","8.571615219116211"
"8403","13.610677719116211","13.610677719116211","13.610677719116211","14.33984375","14.33984375","14.33984375","9.024088859558105","9.024088859558105","9.024088859558105","8.606120109558105","8.606120109558105","8.606120109558105"
"8404","13.630208969116211","13.630208969116211","13.630208969116211","14.289713859558105","14.289713859558105","14.289713859558105","8.9453125","8.9453125","8.9453125","","",""
"8405","13.630208969116211","13.630208969116211","13.630208969116211","14.229166984558105","14.229166984558105","14.229166984558105","","","","","",""
"8406","13.736979484558105","13.736979484558105","13.736979484558105","14.233073234558105","14.233073234558105","14.233073234558105","8.981771469116211","8.981771469116211","8.981771469116211","8.780599594116211","8.780599594116211","8.780599594116211"
"8407","13.798177719116211","13.798177719116211","13.798177719116211","","","","","","","8.759765625","8.759765625","8.759765625"
"8408","","","","14.089193344116211","14.089193344116211","14.089193344116211","8.945963859558105","8.945963859558105","8.945963859558105","8.690755844116211","8.690755844116211","8.690755844116211"
"8409","13.7734375","13.7734375","13.7734375","14.102213859558105","14.102213859558105","14.102213859558105","","","","8.724609375","8.724609375","8.724609375"
"8410","13.756510734558105","13.756510734558105","13.756510734558105","14.237630844116211","14.237630844116211","14.237630844116211","","","","8.725260734558105","8.725260734558105","8.725260734558105"
"8411","13.917318344116211","13.917318344116211","13.917318344116211","14.219401359558105","14.219401359558105","14.219401359558105","8.944010734558105","8.944010734558105","8.944010734558105","","",""
"8412","13.901693344116211","13.901693344116211","13.901693344116211","14.294921875","14.294921875","14.294921875","8.934896469116211","8.934896469116211","8.934896469116211","","",""
"8413","13.945963859558105","13.945963859558105","13.945963859558105","14.2734375","14.2734375","14.2734375","8.893880844116211","8.893880844116211","8.893880844116211","","",""
"8414","13.9296875","13.9296875","13.9296875","","","","","","","8.666666984558105","8.666666984558105","8.666666984558105"
"8415","14.043620109558105","14.043620109558105","14.043620109558105","14.378255844116211","14.378255844116211","14.378255844116211","8.903646469116211","8.903646469116211","8.903646469116211","8.635416984558105","8.635416984558105","8.635416984558105"
"8416","","","","14.330729484558105","14.330729484558105","14.330729484558105","","","","8.5703125","8.5703125","8.5703125"
"8417","14.010416984558105","14.010416984558105","14.010416984558105","14.302083969116211","14.302083969116211","14.302083969116211","8.892578125","8.892578125","8.892578125","","",""
"8418","","","","","","","8.928385734558105","8.928385734558105","8.928385734558105","8.509765625","8.509765625","8.509765625"
"8419","14.171224594116211","14.171224594116211","14.171224594116211","14.372396469116211","14.372396469116211","14.372396469116211","","","","8.528646469116211","8.528646469116211","8.528646469116211"
"8420","","","","14.3125","14.3125","14.3125","","","","8.530599594116211","8.530599594116211","8.530599594116211"
"8421","14.197916984558105","14.197916984558105","14.197916984558105","14.293620109558105","14.293620109558105","14.293620109558105","8.800130844116211","8.800130844116211","8.800130844116211","8.55859375","8.55859375","8.55859375"
"8422","14.219401359558105","14.219401359558105","14.219401359558105","","","","","","","","",""
"8423","14.210287094116211","14.210287094116211","14.210287094116211","14.388021469116211","14.388021469116211","14.388021469116211","","","","","",""
"8424","","","","14.384115219116211","14.384115219116211","14.384115219116211","","","","8.461588859558105","8.461588859558105","8.461588859558105"
"8425","14.285807609558105","14.285807609558105","14.285807609558105","14.4140625","14.4140625","14.4140625","9.100912094116211","9.100912094116211","9.100912094116211","8.481120109558105","8.481120109558105","8.481120109558105"
"8426","","","","14.452474594116211","14.452474594116211","14.452474594116211","9.112630844116211","9.112630844116211","9.112630844116211","8.587240219116211","8.587240219116211","8.587240219116211"
"8427","14.2890625","14.2890625","14.2890625","","","","9.078776359558105","9.078776359558105","9.078776359558105","8.649740219116211","8.649740219116211","8.649740219116211"
"8428","14.202474594116211","14.202474594116211","14.202474594116211","14.522787094116211","14.522787094116211","14.522787094116211","9.093099594116211","9.093099594116211","9.093099594116211","","",""
"8429","","","","14.629557609558105","14.629557609558105","14.629557609558105","","","","","",""
"8430","14.155599594116211","14.155599594116211","14.155599594116211","14.621745109558105","14.621745109558105","14.621745109558105","9.110026359558105","9.110026359558105","9.110026359558105","","",""
"8431","14.206380844116211","14.206380844116211","14.206380844116211","14.630208969116211","14.630208969116211","14.630208969116211","","","","8.491537094116211","8.491537094116211","8.491537094116211"
"8432","","","","","","","","","","8.51171875","8.51171875","8.51171875"
"8433","","","","14.674479484558105","14.674479484558105","14.674479484558105","9.151041984558105","9.151041984558105","9.151041984558105","8.490234375","8.490234375","8.490234375"
"8434","14.283854484558105","14.283854484558105","14.283854484558105","14.643229484558105","14.643229484558105","14.643229484558105","","","","8.549479484558105","8.549479484558105","8.549479484558105"
"8435","14.259765625","14.259765625","14.259765625","14.6640625","14.6640625","14.6640625","9.165365219116211","9.165365219116211","9.165365219116211","8.458984375","8.458984375","8.458984375"
"8436","14.305338859558105","14.305338859558105","14.305338859558105","14.729818344116211","14.729818344116211","14.729818344116211","","","","8.467448234558105","8.467448234558105","8.467448234558105"
"8437","14.268229484558105","14.268229484558105","14.268229484558105","14.813802719116211","14.813802719116211","14.813802719116211","9.190755844116211","9.190755844116211","9.190755844116211","8.48046875","8.48046875","8.48046875"
"8438","14.302734375","14.302734375","14.302734375","14.878255844116211","14.878255844116211","14.878255844116211","9.13671875","9.13671875","9.13671875","","",""
"8439","14.287760734558105","14.287760734558105","14.287760734558105","15.041666984558105","15.041666984558105","15.041666984558105","9.202474594116211","9.202474594116211","9.202474594116211","8.462890625","8.462890625","8.462890625"
"8440","14.344401359558105","14.344401359558105","14.344401359558105","15.09375","15.09375","15.09375","","","","8.438802719116211","8.438802719116211","8.438802719116211"
"8441","","","","15.134765625","15.134765625","15.134765625","9.217448234558105","9.217448234558105","9.217448234558105","8.438151359558105","8.438151359558105","8.438151359558105"
"8442","14.426432609558105","14.426432609558105","14.426432609558105","15.108724594116211","15.108724594116211","15.108724594116211","9.204427719116211","9.204427719116211","9.204427719116211","8.471354484558105","8.471354484558105","8.471354484558105"
"8443","14.354818344116211","14.354818344116211","14.354818344116211","15.054037094116211","15.054037094116211","15.054037094116211","9.182943344116211","9.182943344116211","9.182943344116211","","",""
"8444","14.388021469116211","14.388021469116211","14.388021469116211","","","","","","","8.524088859558105","8.524088859558105","8.524088859558105"
"8445","","","","","","","","","","8.484375","8.484375","8.484375"
"8446","14.571615219116211","14.571615219116211","14.571615219116211","14.837890625","14.837890625","14.837890625","9.155599594116211","9.155599594116211","9.155599594116211","8.50390625","8.50390625","8.50390625"
"8447","14.517578125","14.517578125","14.517578125","14.890625","14.890625","14.890625","","","","8.503255844116211","8.503255844116211","8.503255844116211"
"8448","14.512370109558105","14.512370109558105","14.512370109558105","14.9921875","14.9921875","14.9921875","","","","8.487630844116211","8.487630844116211","8.487630844116211"
"8449","","","","14.983073234558105","14.983073234558105","14.983073234558105","9.102865219116211","9.102865219116211","9.102865219116211","8.473307609558105","8.473307609558105","8.473307609558105"
"8450","","","","14.888021469116211","14.888021469116211","14.888021469116211","9.063151359558105","9.063151359558105","9.063151359558105","","",""
"8451","","","","","","","9.111979484558105","9.111979484558105","9.111979484558105","","",""
"8452","14.462890625","14.462890625","14.462890625","15.001953125","15.001953125","15.001953125","9.112630844116211","9.112630844116211","9.112630844116211","8.473958969116211","8.473958969116211","8.473958969116211"
"8453","","","","14.968099594116211","14.968099594116211","14.968099594116211","9.050130844116211","9.050130844116211","9.050130844116211","8.434245109558105","8.434245109558105","8.434245109558105"
"8454","14.482421875","14.482421875","14.482421875","14.938151359558105","14.938151359558105","14.938151359558105","","","","","",""
"8455","14.467448234558105","14.467448234558105","14.467448234558105","14.832682609558105","14.832682609558105","14.832682609558105","9.026693344116211","9.026693344116211","9.026693344116211","","",""
"8456","14.518229484558105","14.518229484558105","14.518229484558105","14.831380844116211","14.831380844116211","14.831380844116211","9.017578125","9.017578125","9.017578125","","",""
"8457","14.524740219116211","14.524740219116211","14.524740219116211","14.718099594116211","14.718099594116211","14.718099594116211","","","","","",""
"8458","","","","","","","","","","8.182291984558105","8.182291984558105","8.182291984558105"
"8459","14.401041984558105","14.401041984558105","14.401041984558105","14.768229484558105","14.768229484558105","14.768229484558105","8.977213859558105","8.977213859558105","8.977213859558105","","",""
"8460","14.373046875","14.373046875","14.373046875","","","","","","","8.175130844116211","8.175130844116211","8.175130844116211"
"8461","","","","","","","8.91796875","8.91796875","8.91796875","","",""
"8462","14.4296875","14.4296875","14.4296875","","","","8.863932609558105","8.863932609558105","8.863932609558105","8.087890625","8.087890625","8.087890625"
"8463","14.408854484558105","14.408854484558105","14.408854484558105","","","","","","","","",""
"8464","14.466796875","14.466796875","14.466796875","14.53515625","14.53515625","14.53515625","8.751953125","8.751953125","8.751953125","8.008463859558105","8.008463859558105","8.008463859558105"
"8465","14.488932609558105","14.488932609558105","14.488932609558105","14.524740219116211","14.524740219116211","14.524740219116211","8.754557609558105","8.754557609558105","8.754557609558105","7.978515625","7.978515625","7.978515625"
